Middle layer Super Output Areas Code,Middle layer Super Output Areas,3_bedrooms
E02004696,Basingstoke and Deane 022,1227
E02004697,East Hampshire 001,880
E02004698,East Hampshire 002,982
E02004699,East Hampshire 003,1924
E02004700,East Hampshire 004,1220
E02004702,East Hampshire 006,1375
E02004703,East Hampshire 007,1544
E02004704,East Hampshire 008,1013
E02004705,East Hampshire 009,1335
E02004706,East Hampshire 010,1098
E02004707,East Hampshire 011,1575
E02004708,East Hampshire 012,1614
E02004709,East Hampshire 013,1374
E02004710,East Hampshire 014,949
E02004712,Eastleigh 001,1012
E02004713,Eastleigh 002,1817
E02004714,Eastleigh 003,1137
E02004715,Eastleigh 004,1810
E02004716,Eastleigh 005,1863
E02004717,Eastleigh 006,2622
E02004718,Eastleigh 007,1738
E02004719,Eastleigh 008,1853
E02004720,Eastleigh 009,1625
E02004721,Eastleigh 010,1437
E02004722,Eastleigh 011,1228
E02004723,Eastleigh 012,1695
E02004724,Eastleigh 013,1544
E02004725,Eastleigh 014,1006
E02004726,Eastleigh 015,1112
E02004727,Fareham 001,1457
E02004728,Fareham 002,1431
E02004729,Fareham 003,1655
E02004730,Fareham 004,1374
E02004731,Fareham 005,963
E02004732,Fareham 006,1421
E02004733,Fareham 007,1474
E02004734,Fareham 008,1855
E02004735,Fareham 009,1623
E02004736,Fareham 010,1724
E02004737,Fareham 011,1436
E02004738,Fareham 012,1581
E02004739,Fareham 013,1209
E02004740,Fareham 014,1411
E02004741,Gosport 001,1854
E02004742,Gosport 002,1677
E02004743,Gosport 003,1977
E02004744,Gosport 004,1778
E02004745,Gosport 005,1521
E02004746,Gosport 006,1899
E02004747,Gosport 007,1247
E02004748,Gosport 008,1163
E02004749,Gosport 009,1279
E02004750,Gosport 010,1462
E02004751,Hart 001,1560
E02004752,Hart 002,1271
E02004753,Hart 003,2080
E02004754,Hart 004,1019
E02004755,Hart 005,1217
E02004756,Hart 006,1065
E02004757,Hart 007,922
E02004758,Hart 008,1099
E02004759,Hart 009,1336
E02004760,Hart 010,1228
E02004761,Hart 011,930
E02004764,Havant 003,1639
E02004765,Havant 004,965
E02004766,Havant 005,1315
E02004767,Havant 006,1312
E02004768,Havant 007,1128
E02004769,Havant 008,1114
E02004770,Havant 009,1215
E02004771,Havant 010,1823
E02004772,Havant 011,1829
E02004774,Havant 013,2069
E02004775,Havant 014,1833
E02004776,Havant 015,1052
E02004777,Havant 016,720
E02004778,Havant 017,995
E02004779,New Forest 001,1903
E02004780,New Forest 002,1418
E02004781,New Forest 003,1344
E02004782,New Forest 004,1565
E02004783,New Forest 005,1513
E02004784,New Forest 006,936
E02004785,New Forest 007,882
E02004786,New Forest 008,1285
E02004787,New Forest 009,1308
E02004788,New Forest 010,1336
E02004789,New Forest 011,2214
E02004790,New Forest 012,1319
E02004791,New Forest 013,1304
E02004792,New Forest 014,1814
E02004793,New Forest 015,1119
E02004794,New Forest 016,1070
E02004795,New Forest 017,1458
E02004796,New Forest 018,1788
E02004797,New Forest 019,1445
E02004798,New Forest 020,1081
E02004799,New Forest 021,1350
E02004800,New Forest 022,1366
E02004801,New Forest 023,1431
E02004802,Rushmoor 001,1161
E02004803,Rushmoor 002,1316
E02004804,Rushmoor 003,1730
E02004805,Rushmoor 004,1320
E02004806,Rushmoor 005,1329
E02004807,Rushmoor 006,1686
E02004808,Rushmoor 007,1636
E02004809,Rushmoor 008,1200
E02004810,Rushmoor 009,1431
E02004811,Rushmoor 010,1189
E02004812,Rushmoor 011,1255
E02004813,Rushmoor 012,1217
E02004814,Test Valley 001,1247
E02004815,Test Valley 002,1555
E02004817,Test Valley 004,1550
E02004818,Test Valley 005,1806
E02004819,Test Valley 006,1327
E02004820,Test Valley 007,1275
E02004821,Test Valley 008,721
E02004822,Test Valley 009,1197
E02004823,Test Valley 010,2085
E02004824,Test Valley 011,1105
E02004825,Test Valley 012,1933
E02004826,Test Valley 013,1289
E02004827,Test Valley 014,921
E02004828,Test Valley 015,924
E02004829,Winchester 001,823
E02004830,Winchester 002,966
E02004831,Winchester 003,1446
E02004832,Winchester 004,1314
E02004833,Winchester 005,1210
E02004834,Winchester 006,991
E02004835,Winchester 007,974
E02004836,Winchester 008,730
E02004837,Winchester 009,1067
E02004838,Winchester 010,1204
E02004839,Winchester 011,1207
E02004840,Winchester 012,1662
E02004841,Winchester 013,1714
E02004842,Winchester 014,1684
E02004843,Broxbourne 001,1497
E02004844,Broxbourne 002,1542
E02004845,Broxbourne 003,884
E02004846,Broxbourne 004,698
E02004847,Broxbourne 005,1580
E02004848,Broxbourne 006,1193
E02004849,Broxbourne 007,817
E02004850,Broxbourne 008,1459
E02004851,Broxbourne 009,1187
E02004852,Broxbourne 010,1570
E02004853,Broxbourne 011,1247
E02004854,Broxbourne 012,1506
E02004855,Broxbourne 013,1189
E02004856,Dacorum 001,974
E02004857,Dacorum 002,981
E02004858,Dacorum 003,904
E02004859,Dacorum 004,643
E02004860,Dacorum 005,844
E02004861,Dacorum 006,718
E02004862,Dacorum 007,1643
E02004863,Dacorum 008,1494
E02004864,Dacorum 009,781
E02004865,Dacorum 010,1001
E02004866,Dacorum 011,1167
E02004867,Dacorum 012,736
E02004868,Dacorum 013,1088
E02004869,Dacorum 014,781
E02004870,Dacorum 015,1497
E02004871,Dacorum 016,1014
E02004872,Dacorum 017,1251
E02004873,Dacorum 018,1537
E02004874,Dacorum 019,1140
E02004875,Dacorum 020,1750
E02004876,Dacorum 021,1060
E02004877,Dacorum 022,770
E02004878,East Hertfordshire 001,1483
E02004880,East Hertfordshire 003,1248
E02004881,East Hertfordshire 004,837
E02004882,East Hertfordshire 005,1185
E02004883,East Hertfordshire 006,913
E02004884,East Hertfordshire 007,1396
E02004885,East Hertfordshire 008,1023
E02004886,East Hertfordshire 009,834
E02004887,East Hertfordshire 010,1130
E02004888,East Hertfordshire 011,1342
E02004889,East Hertfordshire 012,1915
E02004890,East Hertfordshire 013,1185
E02004891,East Hertfordshire 014,1115
E02004892,East Hertfordshire 015,927
E02004893,East Hertfordshire 016,860
E02004894,East Hertfordshire 017,1237
E02004895,East Hertfordshire 018,1180
E02004896,Hertsmere 001,1109
E02004897,Hertsmere 002,1320
E02004898,Hertsmere 003,1380
E02004899,Hertsmere 004,832
E02004900,Hertsmere 005,730
E02004901,Hertsmere 006,1575
E02004902,Hertsmere 007,1305
E02004903,Hertsmere 008,1071
E02004904,Hertsmere 009,1066
E02004905,Hertsmere 010,644
E02004906,Hertsmere 011,1605
E02004907,Hertsmere 012,1629
E02004908,Hertsmere 013,1209
E02004909,North Hertfordshire 001,1102
E02004910,North Hertfordshire 002,2025
E02004911,North Hertfordshire 003,1350
E02004912,North Hertfordshire 004,1805
E02004914,North Hertfordshire 006,1443
E02004915,North Hertfordshire 007,1320
E02004916,North Hertfordshire 008,1142
E02004917,North Hertfordshire 009,1295
E02004918,North Hertfordshire 010,1158
E02004919,North Hertfordshire 011,1544
E02004920,North Hertfordshire 012,1713
E02004921,North Hertfordshire 013,1234
E02004922,North Hertfordshire 014,1628
E02004923,North Hertfordshire 015,1398
E02004924,St Albans 001,776
E02004925,St Albans 002,972
E02004926,St Albans 003,713
E02004927,St Albans 004,951
E02004928,St Albans 005,853
E02004929,St Albans 006,892
E02004930,St Albans 007,909
E02004931,St Albans 008,984
E02004932,St Albans 009,1220
E02004933,St Albans 010,700
E02004934,St Albans 011,615
E02004935,St Albans 012,767
E02004936,St Albans 013,1020
E02004937,St Albans 014,821
E02004939,St Albans 016,985
E02004940,St Albans 017,1177
E02004941,St Albans 018,1663
E02004942,St Albans 019,1014
E02004943,St Albans 020,1111
E02004944,Stevenage 001,1471
E02004945,Stevenage 002,1677
E02004946,Stevenage 003,1259
E02004948,Stevenage 005,1151
E02004949,Stevenage 006,1642
E02004950,Stevenage 007,1631
E02004951,Stevenage 008,1468
E02004952,Stevenage 009,1283
E02004953,Stevenage 010,1548
E02004954,Stevenage 011,1421
E02004955,Stevenage 012,1398
E02004956,Three Rivers 001,1265
E02004957,Three Rivers 002,1764
E02004958,Three Rivers 003,1231
E02004959,Three Rivers 004,362
E02004960,Three Rivers 005,584
E02004961,Three Rivers 006,1796
E02004962,Three Rivers 007,1202
E02004963,Three Rivers 008,1418
E02004964,Three Rivers 009,1065
E02004965,Three Rivers 010,1286
E02004966,Three Rivers 011,485
E02004967,Three Rivers 012,1142
E02004968,Watford 001,1412
E02004969,Watford 002,1358
E02004970,Watford 003,1445
E02004971,Watford 004,1497
E02004972,Watford 005,1126
E02004973,Watford 006,1322
E02004974,Watford 007,746
E02004975,Watford 008,685
E02004976,Watford 009,688
E02004977,Watford 010,1121
E02004978,Watford 011,1197
E02004979,Watford 012,929
E02004980,Welwyn Hatfield 001,663
E02004981,Welwyn Hatfield 002,1258
E02004982,Welwyn Hatfield 003,1131
E02004983,Welwyn Hatfield 004,1300
E02004984,Welwyn Hatfield 005,880
E02004985,Welwyn Hatfield 006,1240
E02004986,Welwyn Hatfield 007,1493
E02004987,Welwyn Hatfield 008,1594
E02004988,Welwyn Hatfield 009,1616
E02004989,Welwyn Hatfield 010,1496
E02004990,Welwyn Hatfield 011,963
E02004991,Welwyn Hatfield 012,1066
E02004992,Welwyn Hatfield 013,1390
E02004994,Welwyn Hatfield 015,716
E02004995,Welwyn Hatfield 016,631
E02004996,Ashford 001,1402
E02004997,Ashford 002,1214
E02004998,Ashford 003,1184
E02005000,Ashford 005,1937
E02005001,Ashford 006,1977
E02005002,Ashford 007,1817
E02005003,Ashford 008,1598
E02005004,Ashford 009,1755
E02005005,Ashford 010,1514
E02005006,Ashford 011,887
E02005007,Ashford 012,1360
E02005008,Ashford 013,1480
E02005009,Ashford 014,1033
E02005010,Canterbury 001,719
E02005011,Canterbury 002,1203
E02005012,Canterbury 003,1422
E02005013,Canterbury 004,1438
E02005014,Canterbury 005,1335
E02005015,Canterbury 006,1400
E02005016,Canterbury 007,1384
E02005017,Canterbury 008,1253
E02005018,Canterbury 009,1418
E02005019,Canterbury 010,1002
E02005020,Canterbury 011,1336
E02005021,Canterbury 012,1004
E02005022,Canterbury 013,913
E02005023,Canterbury 014,1144
E02005025,Canterbury 016,1006
E02005026,Canterbury 017,1365
E02005027,Canterbury 018,814
E02005028,Dartford 001,1842
E02005029,Dartford 002,1954
E02005030,Dartford 003,1644
E02005031,Dartford 004,1323
E02005032,Dartford 005,1458
E02005033,Dartford 006,1111
E02005034,Dartford 007,1499
E02005035,Dartford 008,1674
E02005036,Dartford 009,1141
E02005037,Dartford 010,1218
E02005038,Dartford 011,985
E02005039,Dartford 012,1365
E02005040,Dartford 013,1042
E02005041,Dover 001,1184
E02005042,Dover 002,1720
E02005043,Dover 003,1475
E02005044,Dover 004,1025
E02005045,Dover 005,2096
E02005046,Dover 006,1853
E02005047,Dover 007,1648
E02005048,Dover 008,1326
E02005049,Dover 009,1196
E02005050,Dover 010,1873
E02005051,Dover 011,2383
E02005052,Dover 012,885
E02005053,Dover 013,1360
E02005054,Dover 014,1379
E02005055,Gravesham 001,1311
E02005056,Gravesham 002,823
E02005057,Gravesham 003,1751
E02005058,Gravesham 004,1435
E02005059,Gravesham 005,1740
E02005060,Gravesham 006,1681
E02005061,Gravesham 007,1523
E02005062,Gravesham 008,1952
E02005063,Gravesham 009,1380
E02005064,Gravesham 010,1150
E02005065,Gravesham 011,1653
E02005066,Gravesham 012,1536
E02005067,Gravesham 013,1082
E02005068,Maidstone 001,1001
E02005069,Maidstone 002,1633
E02005070,Maidstone 003,1473
E02005071,Maidstone 004,1222
E02005072,Maidstone 005,1248
E02005073,Maidstone 006,1260
E02005074,Maidstone 007,1339
E02005075,Maidstone 008,1799
E02005076,Maidstone 009,1688
E02005077,Maidstone 010,1772
E02005078,Maidstone 011,1617
E02005079,Maidstone 012,1659
E02005080,Maidstone 013,2214
E02005081,Maidstone 014,1185
E02005082,Maidstone 015,1953
E02005083,Maidstone 016,1477
E02005084,Maidstone 017,1198
E02005085,Maidstone 018,1132
E02005086,Maidstone 019,1132
E02005087,Sevenoaks 001,1421
E02005088,Sevenoaks 002,1796
E02005089,Sevenoaks 003,1409
E02005090,Sevenoaks 004,847
E02005091,Sevenoaks 005,1058
E02005093,Sevenoaks 007,937
E02005094,Sevenoaks 008,1343
E02005095,Sevenoaks 009,1225
E02005096,Sevenoaks 010,1480
E02005097,Sevenoaks 011,927
E02005098,Sevenoaks 012,761
E02005099,Sevenoaks 013,1198
E02005100,Sevenoaks 014,1708
E02005101,Sevenoaks 015,962
E02005102,Folkestone and Hythe 001,978
E02005103,Folkestone and Hythe 002,1530
E02005104,Folkestone and Hythe 003,1570
E02005105,Folkestone and Hythe 004,1092
E02005106,Folkestone and Hythe 005,1763
E02005107,Folkestone and Hythe 006,2000
E02005109,Folkestone and Hythe 008,1004
E02005110,Folkestone and Hythe 009,1246
E02005111,Folkestone and Hythe 010,1165
E02005112,Folkestone and Hythe 011,1317
E02005113,Folkestone and Hythe 012,1339
E02005114,Folkestone and Hythe 013,1387
E02005115,Swale 001,1255
E02005116,Swale 002,1301
E02005117,Swale 003,1161
E02005118,Swale 004,2082
E02005119,Swale 005,1475
E02005120,Swale 006,1258
E02005121,Swale 007,2409
E02005122,Swale 008,1320
E02005123,Swale 009,2126
E02005124,Swale 010,1494
E02005125,Swale 011,1935
E02005126,Swale 012,1778
E02005127,Swale 013,1559
E02005128,Swale 014,1745
E02005129,Swale 015,2064
E02005130,Swale 016,1775
E02005131,Swale 017,1066
E02005132,Thanet 001,592
E02005133,Thanet 002,1333
E02005134,Thanet 003,877
E02005135,Thanet 004,1329
E02005136,Thanet 005,1502
E02005137,Thanet 006,1433
E02005138,Thanet 007,1314
E02005139,Thanet 008,1510
E02005140,Thanet 009,1342
E02005141,Thanet 010,913
E02005142,Thanet 011,1446
E02005143,Thanet 012,1467
E02005144,Thanet 013,1740
E02005145,Thanet 014,1356
E02005146,Thanet 015,1265
E02005147,Thanet 016,777
E02005148,Thanet 017,1444
E02005149,Tonbridge and Malling 001,1901
E02005150,Tonbridge and Malling 002,2184
E02005151,Tonbridge and Malling 003,2600
E02005153,Tonbridge and Malling 005,1808
E02005154,Tonbridge and Malling 006,1755
E02005155,Tonbridge and Malling 007,1307
E02005156,Tonbridge and Malling 008,1314
E02005157,Tonbridge and Malling 009,1446
E02005158,Tonbridge and Malling 010,1090
E02005159,Tonbridge and Malling 011,1185
E02005160,Tonbridge and Malling 012,1536
E02005161,Tonbridge and Malling 013,1392
E02005162,Tunbridge Wells 001,2021
E02005163,Tunbridge Wells 002,1176
E02005164,Tunbridge Wells 003,1383
E02005165,Tunbridge Wells 004,1277
E02005166,Tunbridge Wells 005,989
E02005167,Tunbridge Wells 006,881
E02005168,Tunbridge Wells 007,836
E02005169,Tunbridge Wells 008,711
E02005170,Tunbridge Wells 009,1208
E02005171,Tunbridge Wells 010,855
E02005172,Tunbridge Wells 011,1101
E02005173,Tunbridge Wells 012,852
E02005174,Tunbridge Wells 013,1119
E02005175,Tunbridge Wells 014,1188
E02005503,Breckland 001,1399
E02005504,Breckland 002,1667
E02005505,Breckland 003,1286
E02005506,Breckland 004,1236
E02005507,Breckland 005,2187
E02005508,Breckland 006,1241
E02005509,Breckland 007,1539
E02005510,Breckland 008,1406
E02005511,Breckland 009,1764
E02005512,Breckland 010,1689
E02005513,Breckland 011,1956
E02005514,Breckland 012,1337
E02005515,Breckland 013,1110
E02005516,Breckland 014,1206
E02005517,Breckland 015,1248
E02005518,Breckland 016,2019
E02005519,Breckland 017,1887
E02005520,Broadland 001,1658
E02005521,Broadland 002,1465
E02005522,Broadland 003,1065
E02005523,Broadland 004,1495
E02005524,Broadland 005,1119
E02005525,Broadland 006,1545
E02005526,Broadland 007,898
E02005527,Broadland 008,1523
E02005528,Broadland 009,1884
E02005529,Broadland 010,1374
E02005530,Broadland 011,1198
E02005531,Broadland 012,1175
E02005532,Broadland 013,2030
E02005533,Broadland 014,1742
E02005534,Broadland 015,1580
E02005535,Broadland 016,1083
E02005536,Broadland 017,1178
E02005537,Broadland 018,1201
E02005538,Great Yarmouth 001,1865
E02005539,Great Yarmouth 002,1575
E02005540,Great Yarmouth 003,1794
E02005541,Great Yarmouth 004,1299
E02005542,Great Yarmouth 005,1054
E02005543,Great Yarmouth 006,1221
E02005544,Great Yarmouth 007,1323
E02005545,Great Yarmouth 008,1239
E02005546,Great Yarmouth 009,1418
E02005547,Great Yarmouth 010,1718
E02005548,Great Yarmouth 011,1621
E02005549,Great Yarmouth 012,1149
E02005550,Great Yarmouth 013,1434
E02005551,King's Lynn and West Norfolk 001,845
E02005552,King's Lynn and West Norfolk 002,1364
E02005553,King's Lynn and West Norfolk 003,1717
E02005554,King's Lynn and West Norfolk 004,1446
E02005555,King's Lynn and West Norfolk 005,1052
E02005556,King's Lynn and West Norfolk 006,1777
E02005557,King's Lynn and West Norfolk 007,1327
E02005558,King's Lynn and West Norfolk 008,1350
E02005559,King's Lynn and West Norfolk 009,1531
E02005560,King's Lynn and West Norfolk 010,1811
E02005561,King's Lynn and West Norfolk 011,1627
E02005562,King's Lynn and West Norfolk 012,1443
E02005563,King's Lynn and West Norfolk 013,1508
E02005564,King's Lynn and West Norfolk 014,1677
E02005565,King's Lynn and West Norfolk 015,1369
E02005566,King's Lynn and West Norfolk 016,1919
E02005567,King's Lynn and West Norfolk 017,1989
E02005568,King's Lynn and West Norfolk 018,1434
E02005569,King's Lynn and West Norfolk 019,1676
E02005570,North Norfolk 001,1301
E02005571,North Norfolk 002,1187
E02005572,North Norfolk 003,1189
E02005573,North Norfolk 004,1126
E02005574,North Norfolk 005,1389
E02005575,North Norfolk 006,1397
E02005576,North Norfolk 007,1209
E02005577,North Norfolk 008,1211
E02005578,North Norfolk 009,1213
E02005580,North Norfolk 011,1586
E02005581,North Norfolk 012,1427
E02005582,North Norfolk 013,1338
E02005583,North Norfolk 014,1813
E02005584,Norwich 001,2070
E02005585,Norwich 002,2335
E02005586,Norwich 003,2074
E02005587,Norwich 004,2586
E02005588,Norwich 005,2203
E02005589,Norwich 006,2401
E02005592,Norwich 009,1485
E02005593,Norwich 010,1261
E02005594,Norwich 011,1688
E02005595,Norwich 012,1614
E02005596,Norwich 013,2220
E02005598,South Norfolk 002,1529
E02005599,South Norfolk 003,1315
E02005600,South Norfolk 004,1007
E02005601,South Norfolk 005,996
E02005602,South Norfolk 006,2125
E02005603,South Norfolk 007,2191
E02005604,South Norfolk 008,1611
E02005605,South Norfolk 009,1876
E02005606,South Norfolk 010,1137
E02005607,South Norfolk 011,2055
E02005608,South Norfolk 012,1456
E02005609,South Norfolk 013,1477
E02005610,South Norfolk 014,1545
E02005611,South Norfolk 015,2022
E02005921,Cherwell 001,1086
E02005922,Cherwell 002,1740
E02005923,Cherwell 003,1329
E02005924,Cherwell 004,1483
E02005925,Cherwell 005,2062
E02005926,Cherwell 006,1555
E02005927,Cherwell 007,1061
E02005928,Cherwell 008,1643
E02005929,Cherwell 009,1125
E02005930,Cherwell 010,1353
E02005931,Cherwell 011,1640
E02005932,Cherwell 012,877
E02005933,Cherwell 013,1613
E02005934,Cherwell 014,2006
E02005935,Cherwell 015,1079
E02005936,Cherwell 016,1784
E02005937,Cherwell 017,1160
E02005938,Cherwell 018,1272
E02005939,Cherwell 019,1182
E02005940,Oxford 001,830
E02005941,Oxford 002,762
E02005942,Oxford 003,470
E02005943,Oxford 004,1298
E02005944,Oxford 005,1333
E02005945,Oxford 006,1166
E02005946,Oxford 007,1495
E02005947,Oxford 008,411
E02005948,Oxford 009,745
E02005949,Oxford 010,814
E02005950,Oxford 011,916
E02005951,Oxford 012,823
E02005953,Oxford 014,804
E02005954,Oxford 015,1755
E02005955,Oxford 016,1861
E02005956,Oxford 017,1242
E02005957,Oxford 018,1001
E02005958,South Oxfordshire 001,963
E02005959,South Oxfordshire 002,874
E02005960,South Oxfordshire 003,1125
E02005961,South Oxfordshire 004,1050
E02005962,South Oxfordshire 005,1785
E02005963,South Oxfordshire 006,1420
E02005964,South Oxfordshire 007,1335
E02005965,South Oxfordshire 008,906
E02005966,South Oxfordshire 009,1118
E02005967,South Oxfordshire 010,1683
E02005968,South Oxfordshire 011,1134
E02005969,South Oxfordshire 012,1558
E02005970,South Oxfordshire 013,828
E02005971,South Oxfordshire 014,1306
E02005972,South Oxfordshire 015,1751
E02005973,South Oxfordshire 016,908
E02005974,South Oxfordshire 017,785
E02005975,South Oxfordshire 018,1104
E02005976,South Oxfordshire 019,654
E02005977,South Oxfordshire 020,1031
E02005978,Vale of White Horse 001,916
E02005979,Vale of White Horse 002,1767
E02005980,Vale of White Horse 003,1508
E02005981,Vale of White Horse 004,1316
E02005982,Vale of White Horse 005,919
E02005983,Vale of White Horse 006,1391
E02005984,Vale of White Horse 007,1304
E02005985,Vale of White Horse 008,1695
E02005986,Vale of White Horse 009,1629
E02005987,Vale of White Horse 010,1580
E02005988,Vale of White Horse 011,1864
E02005991,Vale of White Horse 014,1718
E02005992,Vale of White Horse 015,1977
E02005993,West Oxfordshire 001,1333
E02005994,West Oxfordshire 002,936
E02005995,West Oxfordshire 003,1011
E02005996,West Oxfordshire 004,1450
E02005997,West Oxfordshire 005,1058
E02005998,West Oxfordshire 006,1163
E02005999,West Oxfordshire 007,1120
E02006000,West Oxfordshire 008,2001
E02006001,West Oxfordshire 009,1216
E02006002,West Oxfordshire 010,2024
E02006003,West Oxfordshire 011,1130
E02006004,West Oxfordshire 012,953
E02006005,West Oxfordshire 013,1581
E02006006,West Oxfordshire 014,996
E02006007,West Oxfordshire 015,1154
E02006227,Babergh 001,1134
E02006228,Babergh 002,1093
E02006229,Babergh 003,1131
E02006230,Babergh 004,1919
E02006231,Babergh 005,1470
E02006232,Babergh 006,1062
E02006233,Babergh 007,2289
E02006234,Babergh 008,1931
E02006235,Babergh 009,1287
E02006236,Babergh 010,1762
E02006237,Babergh 011,1347
E02006238,West Suffolk 002,1755
E02006239,West Suffolk 001,1595
E02006240,West Suffolk 003,1636
E02006241,West Suffolk 004,1742
E02006242,West Suffolk 007,1913
E02006243,West Suffolk 008,1243
E02006245,Ipswich 001,2217
E02006246,Ipswich 002,2155
E02006247,Ipswich 003,1980
E02006248,Ipswich 004,2110
E02006249,Ipswich 005,1028
E02006250,Ipswich 006,1605
E02006251,Ipswich 007,1439
E02006252,Ipswich 008,2027
E02006253,Ipswich 009,1617
E02006254,Ipswich 010,1606
E02006255,Ipswich 011,1584
E02006256,Ipswich 012,1646
E02006257,Ipswich 013,1876
E02006258,Ipswich 014,1943
E02006259,Ipswich 015,1599
E02006260,Ipswich 016,2260
E02006261,Mid Suffolk 001,1266
E02006262,Mid Suffolk 002,1426
E02006263,Mid Suffolk 003,1371
E02006264,Mid Suffolk 004,1384
E02006265,Mid Suffolk 005,1428
E02006266,Mid Suffolk 006,1529
E02006267,Mid Suffolk 007,1290
E02006268,Mid Suffolk 008,1229
E02006269,Mid Suffolk 009,1409
E02006270,Mid Suffolk 010,2141
E02006271,Mid Suffolk 011,1719
E02006272,Mid Suffolk 012,1384
E02006273,West Suffolk 005,1240
E02006274,West Suffolk 006,1063
E02006275,West Suffolk 009,1600
E02006276,West Suffolk 016,1418
E02006277,West Suffolk 012,1211
E02006278,West Suffolk 011,1295
E02006279,West Suffolk 014,1949
E02006280,West Suffolk 010,1686
E02006281,West Suffolk 013,1587
E02006282,West Suffolk 017,1149
E02006283,West Suffolk 018,1225
E02006284,West Suffolk 019,1456
E02006285,West Suffolk 021,1360
E02006286,West Suffolk 020,2319
E02006287,East Suffolk 016,1207
E02006288,East Suffolk 017,1701
E02006289,East Suffolk 018,1880
E02006290,East Suffolk 019,1858
E02006291,East Suffolk 020,1363
E02006292,East Suffolk 021,1062
E02006293,East Suffolk 023,1706
E02006294,East Suffolk 022,1574
E02006295,East Suffolk 024,1615
E02006296,East Suffolk 025,1816
E02006297,East Suffolk 026,1011
E02006298,East Suffolk 027,1706
E02006299,East Suffolk 028,1762
E02006300,East Suffolk 029,1608
E02006301,East Suffolk 030,893
E02006302,East Suffolk 001,1280
E02006303,East Suffolk 002,1666
E02006304,East Suffolk 003,1712
E02006305,East Suffolk 004,2217
E02006306,East Suffolk 005,1812
E02006307,East Suffolk 007,1510
E02006308,East Suffolk 006,1148
E02006309,East Suffolk 009,1427
E02006310,East Suffolk 008,1429
E02006311,East Suffolk 010,1807
E02006312,East Suffolk 011,1724
E02006313,East Suffolk 012,1958
E02006314,East Suffolk 013,1437
E02006315,East Suffolk 014,1249
E02006316,East Suffolk 015,1452
E02006317,Elmbridge 001,1169
E02006318,Elmbridge 002,685
E02006319,Elmbridge 003,1285
E02006320,Elmbridge 004,1237
E02006321,Elmbridge 005,634
E02006322,Elmbridge 006,695
E02006323,Elmbridge 007,811
E02006324,Elmbridge 008,1255
E02006325,Elmbridge 009,764
E02006326,Elmbridge 010,816
E02006327,Elmbridge 011,612
E02006328,Elmbridge 012,954
E02006329,Elmbridge 013,572
E02006330,Elmbridge 014,1466
E02006331,Elmbridge 015,849
E02006332,Elmbridge 016,551
E02006333,Elmbridge 017,1175
E02006334,Elmbridge 018,676
E02006335,Epsom and Ewell 001,1178
E02006336,Epsom and Ewell 002,1282
E02006337,Epsom and Ewell 003,1511
E02006338,Epsom and Ewell 004,1345
E02006339,Epsom and Ewell 005,1462
E02006341,Epsom and Ewell 007,1489
E02006342,Epsom and Ewell 008,587
E02006343,Epsom and Ewell 009,1188
E02006344,Guildford 001,1220
E02006345,Guildford 002,943
E02006346,Guildford 003,1100
E02006347,Guildford 004,1129
E02006348,Guildford 005,1651
E02006349,Guildford 006,1337
E02006350,Guildford 007,1186
E02006351,Guildford 008,1217
E02006352,Guildford 009,1104
E02006353,Guildford 010,1197
E02006354,Guildford 011,867
E02006355,Guildford 012,894
E02006356,Guildford 013,935
E02006357,Guildford 014,1191
E02006358,Guildford 015,857
E02006359,Guildford 016,511
E02006360,Guildford 017,1062
E02006361,Guildford 018,787
E02006362,Mole Valley 001,959
E02006363,Mole Valley 002,705
E02006364,Mole Valley 003,982
E02006365,Mole Valley 004,663
E02006366,Mole Valley 005,1051
E02006367,Mole Valley 006,667
E02006368,Mole Valley 007,841
E02006369,Mole Valley 008,972
E02006370,Mole Valley 009,881
E02006371,Mole Valley 010,860
E02006372,Mole Valley 011,1099
E02006373,Mole Valley 012,1136
E02006374,Mole Valley 013,961
E02006375,Reigate and Banstead 001,919
E02006376,Reigate and Banstead 002,1127
E02006377,Reigate and Banstead 003,889
E02006378,Reigate and Banstead 004,1267
E02006379,Reigate and Banstead 005,1156
E02006380,Reigate and Banstead 006,845
E02006381,Reigate and Banstead 007,860
E02006382,Reigate and Banstead 008,1230
E02006383,Reigate and Banstead 009,882
E02006384,Reigate and Banstead 010,1276
E02006385,Reigate and Banstead 011,1168
E02006386,Reigate and Banstead 012,871
E02006387,Reigate and Banstead 013,1103
E02006388,Reigate and Banstead 014,1501
E02006389,Reigate and Banstead 015,1315
E02006390,Reigate and Banstead 016,1942
E02006391,Reigate and Banstead 017,1130
E02006392,Reigate and Banstead 018,1115
E02006393,Runnymede 001,735
E02006394,Runnymede 002,898
E02006395,Runnymede 003,1616
E02006396,Runnymede 004,820
E02006397,Runnymede 005,588
E02006398,Runnymede 006,1107
E02006399,Runnymede 007,1805
E02006400,Runnymede 008,688
E02006401,Runnymede 009,1584
E02006402,Runnymede 010,1724
E02006403,Spelthorne 001,1088
E02006404,Spelthorne 002,1251
E02006405,Spelthorne 003,1808
E02006406,Spelthorne 004,1134
E02006407,Spelthorne 005,1570
E02006408,Spelthorne 006,1359
E02006409,Spelthorne 007,1376
E02006410,Spelthorne 008,1410
E02006411,Spelthorne 009,1183
E02006412,Spelthorne 010,1076
E02006413,Spelthorne 011,1177
