Middle layer Super Output Areas Code,Middle layer Super Output Areas,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_0,total,% Higher_professional,% Lower_professional,%  Intermediate_occupations,% Small_employers,% Lower_supervisory,% Semi_routine,% Routine
E02000180,Camden 015,1427,1474,478,641,188,443,437,664,990,1137,7879,18.11143546,18.70795786,6.066759741,8.135550197,2.386089605,5.622540932,5.546389136
E02000181,Camden 016,2525,1736,448,531,107,292,242,434,527,1234,8076,31.26547796,21.49579,5.547300644,6.575037147,1.324913323,3.615651313,2.996532937
E02000182,Camden 017,1673,1173,387,546,138,308,248,667,645,1332,7117,23.50709569,16.48166362,5.437684418,7.671771814,1.93901925,4.327666151,3.484614304
E02000183,Camden 018,1852,1467,408,697,137,361,313,534,677,1145,7591,24.39731261,19.32551706,5.374785931,9.181925965,1.804768805,4.755631669,4.123303913
E02000184,Camden 019,1198,1336,594,540,257,557,497,847,1921,1163,8910,13.44556678,14.99438833,6.666666667,6.060606061,2.884399551,6.251402918,5.578002245
E02000185,Camden 020,1162,1279,569,707,266,702,634,1123,823,1617,8882,13.08263905,14.39990993,6.406214816,7.959918937,2.994820986,7.90362531,7.138031975
E02000186,Camden 021,1230,1118,329,497,117,305,281,513,1046,787,6223,19.76538647,17.96561144,5.286839145,7.986501687,1.880122128,4.901173068,4.51550699
E02000187,Camden 022,898,1102,572,573,266,794,670,1124,1988,1797,9784,9.178250204,11.263287,5.84627964,5.856500409,2.718724448,8.11529027,6.847914963
E02000188,Camden 023,518,953,453,425,252,517,467,879,1466,1248,7178,7.216494845,13.27667874,6.310950125,5.920869323,3.510727222,7.202563388,6.505990527
E02000191,Camden 026,888,780,208,278,86,162,156,274,2191,315,5338,16.63544399,14.61221431,3.896590483,5.20794305,1.611090296,3.034844511,2.922442862
E02000192,Camden 027,1158,1063,409,500,160,473,380,728,869,919,6659,17.3899985,15.96335786,6.142063373,7.50863493,2.402763178,7.103168644,5.706562547
E02000193,Camden 028,1162,1042,314,445,137,296,272,446,1388,460,5962,19.49010399,17.47735659,5.266689031,7.463938276,2.297886615,4.96477692,4.56222744
E02000194,Croydon 001,1392,2084,782,761,265,596,528,620,455,1728,9211,15.11236565,22.62512214,8.489849093,8.261860819,2.876994897,6.470524373,5.732276626
E02000195,Croydon 002,1255,1741,845,1135,275,601,566,714,606,1909,9647,13.00922567,18.04706126,8.759199751,11.76531564,2.850627138,6.229916036,5.867108946
E02000196,Croydon 003,788,1231,742,906,278,627,575,825,508,1434,7914,9.95703816,15.55471317,9.37578974,11.44806672,3.512762194,7.922668688,7.265605257
E02000197,Croydon 004,902,1424,806,1100,296,745,668,727,646,1709,9023,9.996675163,15.78189072,8.932727474,12.19106727,3.280505375,8.25667738,7.403302671
E02000198,Croydon 005,649,1263,809,876,362,814,785,801,654,1875,8888,7.301980198,14.21017102,9.102160216,9.855985599,4.072907291,9.158415842,8.832133213
E02000199,Croydon 006,788,1457,817,837,296,646,661,626,620,1666,8414,9.365343475,17.31637747,9.710007131,9.947706204,3.51794628,7.677680057,7.855954362
E02000200,Croydon 007,1138,1854,812,746,295,710,630,629,538,1698,9050,12.57458564,20.48618785,8.972375691,8.243093923,3.259668508,7.845303867,6.961325967
E02000201,Croydon 008,835,1368,798,779,318,742,692,741,509,1909,8691,9.607640087,15.74042113,9.181912323,8.963295363,3.658957542,8.537567599,7.962259809
E02000202,Croydon 009,672,1268,804,959,324,824,729,839,726,1784,8929,7.52603875,14.20091836,9.00436779,10.74028447,3.628625826,9.228357039,8.164408108
E02000203,Croydon 010,506,1119,719,739,317,755,718,849,570,1673,7965,6.352793471,14.04896422,9.026993095,9.278091651,3.979912116,9.478970496,9.014438167
E02000204,Croydon 011,656,1316,930,936,272,882,807,1090,723,2044,9656,6.793703397,13.62883181,9.631317316,9.693454847,2.816901408,9.134217067,8.357497929
E02000206,Croydon 013,829,1582,897,953,416,958,974,990,747,2472,10818,7.663154003,14.62377519,8.291735996,8.809391754,3.845442781,8.855611019,9.003512664
E02000207,Croydon 014,858,1390,832,741,326,780,711,852,723,1690,8903,9.637200944,15.61271482,9.345164551,8.323037178,3.661687072,8.761091767,7.986072111
E02000208,Croydon 015,676,1384,875,894,342,1001,959,1165,831,2736,10863,6.222958667,12.74049526,8.054865139,8.229770782,3.148301574,9.214765718,8.828132192
E02000209,Croydon 016,534,1134,767,812,326,963,762,811,893,2065,9067,5.889489357,12.50689313,8.459247822,8.955553105,3.595456049,10.62093305,8.40410279
E02000210,Croydon 017,1028,1583,868,773,319,676,622,505,569,1771,8714,11.7971081,18.16616938,9.960982327,8.870782649,3.660775763,7.757631398,7.137938949
E02000211,Croydon 018,1061,1574,1099,836,304,613,457,464,418,1447,8273,12.82485193,19.0257464,13.28417744,10.10516137,3.674604134,7.409645836,5.523993714
E02000212,Croydon 019,478,1122,824,713,296,1041,910,995,824,2258,9461,5.052320051,11.8592115,8.709438749,7.536201247,3.128633337,11.00306522,9.618433569
E02000213,Croydon 020,1130,1771,979,1003,465,1252,1138,1295,858,2910,12801,8.827435357,13.83485665,7.647840012,7.835325365,3.632528709,9.7804859,8.889930474
E02000214,Croydon 021,909,1298,705,563,194,444,299,325,349,1150,6236,14.5766517,20.81462476,11.30532393,9.02822322,3.11096857,7.119948685,4.794740218
E02000215,Croydon 022,1590,1984,1045,1197,428,923,832,906,715,2205,11825,13.44608879,16.77801268,8.837209302,10.12262156,3.619450317,7.805496829,7.035940803
E02000216,Croydon 023,1434,1367,646,585,165,375,292,506,380,1412,7162,20.02234013,19.08684725,9.019826864,8.168109467,2.303825747,5.235967607,4.077073443
E02000217,Croydon 024,1292,1890,1078,1094,442,998,960,830,729,2612,11925,10.83438155,15.8490566,9.039832285,9.174004193,3.706498952,8.368972746,8.050314465
E02000218,Croydon 025,612,1036,685,518,206,583,429,532,526,1544,6671,9.174036876,15.52990556,10.26832559,7.764952781,3.087992805,8.739319442,6.430819967
E02000219,Croydon 026,1213,1557,987,797,257,475,351,493,377,1121,7628,15.90194022,20.41164132,12.93917147,10.44834819,3.36916623,6.227058207,4.601468275
E02000221,Croydon 028,1034,1591,1032,823,386,935,802,933,820,2500,10856,9.524686809,14.65549005,9.506263817,7.581061164,3.555637436,8.61274871,7.387619749
E02000222,Croydon 029,1475,1697,811,724,221,505,414,482,400,1622,8351,17.66255538,20.32091965,9.711411807,8.669620405,2.646389654,6.047179978,4.957490121
E02000223,Croydon 030,285,769,636,524,337,908,916,843,797,2515,8530,3.341148886,9.015240328,7.456037515,6.143024619,3.950762016,10.64478312,10.73856975
E02000224,Croydon 031,1144,1593,822,713,280,517,439,444,452,1649,8053,14.20588601,19.78144791,10.20737613,8.853843288,3.476965106,6.419967714,5.451384577
E02000225,Croydon 032,347,932,726,594,358,829,877,663,502,1672,7500,4.626666667,12.42666667,9.68,7.92,4.773333333,11.05333333,11.69333333
E02000226,Croydon 033,1151,1543,931,777,241,490,321,385,444,1332,7615,15.11490479,20.26263953,12.22586999,10.20354563,3.164806303,6.434668418,4.215364412
E02000227,Croydon 034,1102,2133,1550,1013,465,1084,836,664,530,2302,11679,9.435739361,18.26354996,13.27168422,8.673687816,3.981505266,9.281616577,7.158147102
E02000228,Croydon 035,1670,1648,889,724,162,382,209,393,319,1560,7956,20.99044746,20.7139266,11.17395676,9.100050277,2.036199095,4.801407743,2.626948215
E02000229,Croydon 036,297,742,502,482,268,694,695,636,413,1507,6236,4.762668377,11.89865298,8.050032072,7.729313663,4.297626684,11.1289288,11.14496472
E02000230,Croydon 037,1939,2081,1010,923,295,622,425,761,518,1928,10502,18.46314988,19.81527328,9.617215768,8.788802133,2.808988764,5.922681394,4.046848219
E02000231,Croydon 038,1730,1486,787,861,129,379,259,477,434,1387,7929,21.81864043,18.7413293,9.925589608,10.85887249,1.626939084,4.779921806,3.2664901
E02000232,Croydon 039,869,1173,742,638,230,470,330,334,287,1127,6200,14.01612903,18.91935484,11.96774194,10.29032258,3.709677419,7.580645161,5.322580645
E02000233,Croydon 040,962,1282,670,578,181,417,269,324,314,1366,6363,15.11865472,20.14772906,10.52962439,9.083765519,2.844570171,6.553512494,4.227565614
E02000234,Croydon 041,1466,1824,978,804,295,555,469,547,482,2029,9449,15.5148693,19.30363001,10.35030162,8.508836914,3.122023495,5.873637422,4.9634882
E02000235,Croydon 042,1249,1426,747,672,198,413,324,291,284,1283,6887,18.13561783,20.70567736,10.84652243,9.757514157,2.87498185,5.996805576,4.704515754
E02000236,Croydon 043,1547,1775,951,741,305,549,417,374,408,2063,9130,16.9441402,19.44140197,10.4162103,8.116100767,3.340635268,6.013143483,4.56736035
E02000237,Croydon 044,1021,1477,944,723,291,552,450,368,299,1477,7602,13.43067614,19.42909761,12.41778479,9.510655091,3.827940016,7.26124704,5.91949487
E02000238,Ealing 001,878,1516,968,1240,414,932,1018,834,812,2096,10708,8.199477027,14.15763915,9.039970116,11.58012701,3.866268211,8.70377288,9.506910721
E02000239,Ealing 002,899,1364,828,1126,349,711,799,714,665,1586,9041,9.943590311,15.08682668,9.158278951,12.45437452,3.860192457,7.864174317,8.837517974
E02000240,Ealing 003,731,1372,833,1127,426,1019,1112,1212,902,2475,11209,6.521545187,12.24016415,7.431528236,10.05442055,3.800517441,9.090909091,9.920599518
E02000241,Ealing 004,648,1038,647,784,292,605,656,659,580,1486,7395,8.762677485,14.03651116,8.749154834,10.60175794,3.948613928,8.181203516,8.870858688
E02000242,Ealing 005,552,863,566,846,284,578,736,680,539,1242,6886,8.016264885,12.53267499,8.219575951,12.28579727,4.124310195,8.393842579,10.68835318
E02000243,Ealing 006,724,1193,750,1170,338,626,830,840,644,1607,8722,8.300848429,13.67805549,8.598945196,13.41435451,3.875257968,7.177252924,9.516166017
E02000244,Ealing 007,749,1114,602,1121,269,574,659,754,542,1503,7887,9.496640041,14.12450869,7.632813491,14.21326233,3.410675796,7.27779891,8.355521745
E02000245,Ealing 008,471,1069,751,765,390,851,872,1087,686,2367,9309,5.059619723,11.48351058,8.067461596,8.21785369,4.189494038,9.141690837,9.367278977
E02000246,Ealing 009,503,1035,760,901,357,853,936,1088,765,2266,9464,5.31487743,10.93617921,8.030431107,9.520287405,3.772189349,9.013102282,9.89010989
E02000247,Ealing 010,670,1422,873,1091,434,962,1073,1301,820,2508,11154,6.006813699,12.74878967,7.826788596,9.781244397,3.890980814,8.624708625,9.619867312
E02000248,Ealing 011,1070,1082,561,950,225,445,558,734,516,1576,7717,13.86549177,14.02099261,7.269664377,12.31048335,2.915640793,5.766489568,7.230789167
E02000249,Ealing 012,621,1047,719,1002,297,645,847,910,592,1697,8377,7.413155067,12.49850782,8.583024949,11.96132267,3.545421989,7.699653814,10.11101826
E02000250,Ealing 013,1538,1372,491,532,113,226,238,347,355,1272,6484,23.71992597,21.15977791,7.57248612,8.204811845,1.742751388,3.485502776,3.67057372
E02000251,Ealing 014,562,1038,699,890,355,728,879,906,590,1668,8315,6.758869513,12.48346362,8.406494287,10.70354781,4.269392664,8.755261575,10.57125676
E02000252,Ealing 015,1172,1560,770,1008,484,791,928,963,2785,1777,12238,9.576728224,12.74718091,6.291877758,8.236639974,3.954894591,6.463474424,7.582938389
E02000253,Ealing 016,779,1307,813,1021,352,847,878,1211,840,2298,10346,7.529479992,12.6329016,7.858109414,9.868548231,3.402281075,8.186738836,8.486371545
E02000254,Ealing 017,499,917,693,773,429,888,1275,1299,721,1715,9209,5.418612227,9.957650125,7.525247041,8.393962428,4.658486263,9.642740797,13.84515148
E02000255,Ealing 018,1613,1732,855,862,230,561,506,798,721,1985,9863,16.35405049,17.56057995,8.66876204,8.739734361,2.331947683,5.687924567,5.130284903
E02000256,Ealing 019,2077,2014,710,857,203,399,441,535,543,1404,9183,22.61788087,21.93183056,7.731678101,9.332462158,2.210606556,4.344985299,4.802352172
E02000258,Ealing 021,977,1197,575,668,202,382,415,616,449,1417,6898,14.16352566,17.3528559,8.335749493,9.683966367,2.928385039,5.537837054,6.01623659
E02000259,Ealing 022,957,1220,529,724,191,395,371,378,397,1424,6586,14.53082296,18.52414212,8.032189493,10.99301549,2.900091102,5.997570604,5.633161251
E02000260,Ealing 023,421,865,672,655,428,864,1487,1636,805,2003,9836,4.280195201,8.794225295,6.832045547,6.659211061,4.351362342,8.78405856,15.11793412
E02000261,Ealing 024,1615,2122,905,1161,537,876,931,1167,1059,2279,12652,12.76478027,16.77205185,7.153019285,9.176414796,4.244388239,6.923806513,7.358520392
E02000262,Ealing 025,1333,1686,616,925,313,554,664,842,666,1749,9348,14.2597347,18.03594352,6.589644844,9.895164741,3.348309799,5.926401369,7.103123663
E02000263,Ealing 026,544,1042,887,772,592,1295,2333,2213,1169,2859,13706,3.969064643,7.60250985,6.471618269,5.632569678,4.319276229,9.448416752,17.0217423
E02000264,Ealing 027,1716,1779,629,892,226,407,378,619,645,1204,8495,20.20011772,20.94173043,7.404355503,10.50029429,2.660388464,4.791053561,4.44967628
E02000265,Ealing 028,1598,2087,866,1050,364,656,709,1077,677,2148,11232,14.22720798,18.58084046,7.71011396,9.348290598,3.240740741,5.84045584,6.312321937
E02000266,Ealing 029,866,1570,919,1018,498,1205,1260,1887,1104,2787,13114,6.603629709,11.97193839,7.007777947,7.762696355,3.797468354,9.188653348,9.608052463
E02000267,Ealing 030,1020,1625,610,894,243,492,514,550,471,1731,8150,12.51533742,19.93865031,7.484662577,10.96932515,2.981595092,6.036809816,6.306748466
E02000268,Ealing 031,1909,1864,690,837,259,496,443,669,630,1453,9250,20.63783784,20.15135135,7.459459459,9.048648649,2.8,5.362162162,4.789189189
E02000269,Ealing 032,1806,1856,615,706,189,299,327,388,410,1573,8169,22.10796915,22.72003917,7.528461256,8.642428694,2.313624679,3.660178724,4.002937936
E02000270,Ealing 033,1526,1718,716,740,267,624,643,894,642,1838,9608,15.88259784,17.88093256,7.452123231,7.701915071,2.778934221,6.494587843,6.692339717
E02000271,Ealing 034,1897,1415,446,620,128,224,253,282,373,1313,6951,27.29103726,20.3567832,6.416342972,8.919579917,1.84146166,3.222557905,3.639764063
E02000272,Ealing 035,1236,1395,550,656,170,333,298,347,379,1349,6713,18.41203635,20.780575,8.193058245,9.772084016,2.532399821,4.960524356,4.439147922
E02000275,Ealing 038,491,807,578,641,320,750,1101,1236,642,1609,8175,6.006116208,9.871559633,7.070336391,7.840978593,3.914373089,9.174311927,13.46788991
E02000276,Ealing 039,1271,1434,522,565,213,326,282,363,445,1339,6760,18.80177515,21.21301775,7.721893491,8.357988166,3.150887574,4.822485207,4.171597633
E02000277,Enfield 001,410,890,593,648,289,675,861,754,607,1797,7524,5.449229133,11.82881446,7.881446039,8.612440191,3.841041999,8.971291866,11.44338118
E02000278,Enfield 002,384,993,723,751,374,900,995,1209,824,2276,9429,4.072542157,10.53133948,7.66783328,7.964789479,3.966486372,9.545020681,10.55255064
E02000279,Enfield 003,733,1509,882,953,367,1058,1237,1340,1002,3239,12320,5.949675325,12.24837662,7.159090909,7.73538961,2.978896104,8.587662338,10.04058442
E02000280,Enfield 004,974,1543,837,818,285,628,575,599,479,1896,8634,11.28098216,17.87120686,9.694232106,9.474171879,3.300903405,7.273569609,6.659717396
E02000281,Enfield 005,703,1405,872,893,330,777,838,854,705,2275,9652,7.283464567,14.55656859,9.034397016,9.251968504,3.418980522,8.050145048,8.682138417
E02000282,Enfield 006,367,877,597,736,328,977,1058,1348,874,2791,9953,3.687330453,8.811413644,5.9981915,7.39475535,3.295488797,9.816135838,10.62996082
E02000283,Enfield 007,440,959,641,754,347,801,928,952,671,2041,8534,5.155847199,11.23740333,7.511131943,8.835247246,4.066088587,9.38598547,10.87415046
E02000284,Enfield 008,1208,1699,813,790,249,606,528,598,424,1826,8741,13.81992907,19.43713534,9.300995309,9.037867521,2.84864432,6.932845212,6.040498799
E02000285,Enfield 009,821,1258,821,646,221,495,434,348,329,1269,6642,12.36073472,18.94007829,12.36073472,9.725986149,3.327311051,7.452574526,6.534176453
E02000286,Enfield 010,1434,1783,887,844,239,571,435,508,373,1614,8688,16.50552486,20.52255985,10.20948435,9.714548803,2.75092081,6.57228361,5.006906077
E02000287,Enfield 011,1418,1264,682,978,159,370,257,516,375,1336,7355,19.27940177,17.18558804,9.272603671,13.29707682,2.161794697,5.030591434,3.494221618
E02000288,Enfield 012,565,1208,867,1087,455,1184,1216,1663,1244,3295,12784,4.419586984,9.44931164,6.781914894,8.50281602,3.559136421,9.261576971,9.511889862
E02000289,Enfield 013,1097,1258,710,702,185,420,334,398,362,1307,6773,16.19666322,18.57374871,10.48279935,10.3646833,2.731433634,6.201092573,4.931345047
E02000290,Enfield 014,314,683,418,465,231,640,693,858,553,1829,6684,4.697785757,10.21843208,6.253740275,6.956912029,3.456014363,9.575104728,10.36804309
E02000291,Enfield 015,1080,1719,808,1007,319,828,767,949,568,2117,10162,10.62782917,16.91596142,7.95119071,9.90946664,3.139145837,8.148002362,7.547726825
E02000292,Enfield 016,880,1474,918,938,342,797,760,830,677,2224,9840,8.943089431,14.9796748,9.329268293,9.532520325,3.475609756,8.099593496,7.723577236
E02000293,Enfield 017,1137,1256,629,759,134,343,252,397,314,1175,6396,17.77673546,19.6372733,9.83427142,11.86679174,2.095059412,5.362726704,3.939962477
E02000294,Enfield 018,414,1037,691,830,360,875,996,1213,774,2179,9369,4.41882805,11.06841712,7.375386914,8.859003095,3.842459174,9.339310492,10.63080371
E02000295,Enfield 019,1203,1536,781,984,223,547,453,671,495,1798,8691,13.84190542,17.6734553,8.986307675,11.3220573,2.565872742,6.293867219,5.212288574
E02000296,Enfield 020,1212,1585,829,1277,325,705,663,1009,663,2076,10344,11.71693735,15.3228925,8.014307811,12.34532096,3.14191802,6.815545244,6.409512761
E02000297,Enfield 021,1265,1665,993,1108,298,691,556,678,475,1669,9398,13.4603107,17.71653543,10.56607789,11.7897425,3.170887423,7.352628219,5.916152373
E02000298,Enfield 022,1621,1638,745,971,192,357,328,468,354,1579,8253,19.64134254,19.84732824,9.027020477,11.76541864,2.326426754,4.325699746,3.974312371
E02000299,Enfield 023,369,919,628,842,369,920,1114,1160,820,2354,9495,3.886255924,9.678778304,6.614007372,8.867825171,3.886255924,9.689310163,11.73249078
E02000300,Enfield 024,440,955,668,886,300,810,886,1055,740,2115,8855,4.968944099,10.78486731,7.543760587,10.00564653,3.387916431,9.147374365,10.00564653
E02000301,Enfield 025,389,1055,680,817,379,988,1118,1396,930,2468,10220,3.806262231,10.32289628,6.653620352,7.994129159,3.708414873,9.667318982,10.93933464
E02000302,Enfield 026,884,1381,754,1059,300,647,657,824,488,1674,8668,10.19843101,15.93216428,8.698661744,12.21735118,3.461005999,7.464236271,7.579603138
E02000303,Enfield 027,353,830,585,810,274,808,867,1182,765,1893,8367,4.21895542,9.919923509,6.991753317,9.680889208,3.274769929,9.656985777,10.36213697
