Middle layer Super Output Areas Code,Middle layer Super Output Areas,code_1,code_2,code_3,code_4,code_5,code_6,code_7,code_8,code_9,code_0,total,% Higher_professional,% Lower_professional,%  Intermediate_occupations,% Small_employers,% Lower_supervisory,% Semi_routine,% Routine
E02000939,Wandsworth 017,2348,1587,405,591,86,185,165,265,361,1823,7816,30.04094166,20.30450358,5.181678608,7.561412487,1.100307062,2.366939611,2.111054248
E02000940,Wandsworth 018,2009,2060,681,655,283,560,539,612,493,1432,9324,21.54654655,22.09352209,7.303732304,7.024882025,3.035178035,6.006006006,5.780780781
E02000941,Wandsworth 019,2501,2250,702,849,243,401,418,451,398,1963,10176,24.57743711,22.11084906,6.898584906,8.343160377,2.387971698,3.940644654,4.107704403
E02000942,Wandsworth 020,2594,2210,665,755,166,335,277,397,483,1805,9687,26.77815629,22.81408073,6.864870445,7.793950656,1.713636833,3.458243006,2.859502426
E02000943,Wandsworth 021,2784,2060,597,550,127,302,338,335,403,1225,8721,31.92294462,23.62114436,6.845545236,6.306616214,1.456255017,3.46290563,3.875702328
E02000944,Wandsworth 022,997,1259,511,684,252,596,576,697,528,1538,7638,13.05315528,16.48337261,6.690233045,8.955223881,3.299293009,7.803089814,7.541241163
E02000945,Wandsworth 023,564,987,489,837,280,641,714,778,979,1571,7840,7.193877551,12.58928571,6.237244898,10.67602041,3.571428571,8.176020408,9.107142857
E02000946,Wandsworth 024,1846,1750,584,734,207,413,490,664,461,1286,8435,21.88500296,20.74688797,6.923532899,8.701837582,2.454060462,4.89626556,5.809128631
E02000947,Wandsworth 025,2493,2141,619,677,160,330,329,374,397,1821,9341,26.68879135,22.9204582,6.626699497,7.247618028,1.712878707,3.532812333,3.522106841
E02000948,Wandsworth 026,3109,2499,671,629,209,407,369,438,375,1321,10027,31.00628304,24.92270869,6.691931784,6.273062731,2.084372195,4.05904059,3.680063828
E02000949,Wandsworth 027,3089,2462,643,794,170,315,285,322,407,1518,10005,30.87456272,24.60769615,6.426786607,7.936031984,1.699150425,3.148425787,2.848575712
E02000950,Wandsworth 028,1330,1372,565,779,228,464,431,545,510,1361,7585,17.53460778,18.08833223,7.448912327,10.27027027,3.005932762,6.117336849,5.682267633
E02000951,Wandsworth 029,1638,1547,526,459,131,309,247,415,311,848,6431,25.47037786,24.05535687,8.179132328,7.137303685,2.037008241,4.804851501,3.840771264
E02000952,Wandsworth 030,1644,1400,454,455,115,270,277,356,273,901,6145,26.7534581,22.7827502,7.388120423,7.404393816,1.871440195,4.393816111,4.507729862
E02000953,Wandsworth 031,1818,1797,516,443,146,292,295,299,651,1248,7505,24.22385077,23.94403731,6.875416389,5.902731512,1.945369753,3.890739507,3.930712858
E02000954,Wandsworth 032,1357,1368,485,421,126,286,315,393,383,965,6099,22.24954911,22.42990654,7.952123299,6.902770946,2.065912445,4.689293327,5.164781112
E02000955,Wandsworth 033,1211,1330,522,552,196,456,396,607,464,1154,6888,17.58130081,19.30894309,7.578397213,8.013937282,2.845528455,6.620209059,5.74912892
E02000956,Wandsworth 034,1146,1515,530,566,199,488,513,542,868,1052,7419,15.44682572,20.42054185,7.143819922,7.62906052,2.682302197,6.57770589,6.914678528
E02000957,Wandsworth 035,1978,2317,823,893,284,619,630,811,771,1735,10861,18.21195102,21.33321057,7.577571126,8.222078998,2.61486051,5.699291041,5.80057085
E02000958,Wandsworth 036,1285,1593,577,816,203,472,427,532,789,1581,8275,15.52870091,19.25075529,6.972809668,9.86102719,2.453172205,5.703927492,5.160120846
E02000959,Wandsworth 037,1068,1465,551,764,269,534,587,614,466,1548,7866,13.57742182,18.6244597,7.004830918,9.712687516,3.419781337,6.788710908,7.462496822
E02000960,Westminster 001,1608,1057,350,570,77,231,196,565,568,933,6155,26.12510154,17.17303006,5.686433794,9.260763607,1.251015435,3.753046304,3.184402924
E02000961,Westminster 002,2074,1595,577,773,224,508,430,999,842,1793,9815,21.13092206,16.25063678,5.878757005,7.875700458,2.28222109,5.175751401,4.381049414
E02000962,Westminster 003,1974,1280,399,631,117,365,292,807,860,978,7703,25.62637933,16.61690251,5.179800078,8.191613657,1.518888745,4.738413605,3.790730884
E02000963,Westminster 004,969,1452,734,846,342,963,862,1536,943,1877,10524,9.207525656,13.79703535,6.974534398,8.038768529,3.249714937,9.150513113,8.190801976
E02000964,Westminster 005,1633,1936,935,919,392,970,943,1549,1015,1850,12142,13.44918465,15.94465492,7.700543568,7.56876956,3.228463186,7.988799209,7.766430572
E02000965,Westminster 006,2144,1591,488,643,162,360,349,501,560,1078,7876,27.22194007,20.20060945,6.196038598,8.164042661,2.056881666,4.570848146,4.431183342
E02000966,Westminster 007,2571,1815,449,978,169,389,296,666,626,1290,9249,27.79759974,19.62374311,4.854578873,10.57411612,1.827224565,4.205860093,3.200345983
E02000967,Westminster 008,1824,1023,321,468,59,176,132,409,1015,629,6056,30.11889036,16.89233818,5.300528402,7.727873184,0.974240423,2.906208719,2.179656539
E02000968,Westminster 009,1225,1565,893,821,476,1296,1218,2786,1762,2440,14482,8.458776412,10.80651844,6.166275376,5.669106477,3.286838834,8.949040188,8.410440547
E02000969,Westminster 010,958,1237,638,619,303,721,730,1602,1029,1771,9608,9.970857619,12.87468776,6.64029975,6.442547877,3.153621982,7.504163197,7.597835137
E02000970,Westminster 011,2194,1262,283,681,93,260,219,454,680,710,6836,32.09479228,18.46108836,4.139847864,9.961966062,1.360444705,3.803393798,3.203627853
E02000971,Westminster 012,2197,1305,313,572,126,314,209,582,1132,725,7475,29.39130435,17.45819398,4.18729097,7.652173913,1.685618729,4.200668896,2.795986622
E02000972,Westminster 013,1848,1529,381,702,152,345,304,562,1446,610,7879,23.45475314,19.40601599,4.83563904,8.909760122,1.92917883,4.378728265,3.85835766
E02000973,Westminster 014,2589,1895,593,921,190,550,488,762,802,1165,9955,26.00703164,19.03566047,5.956805625,9.251632346,1.908588649,5.524861878,4.902059267
E02000974,Westminster 015,2161,1299,364,715,175,358,263,877,1473,1016,8701,24.83622572,14.92931847,4.183427192,8.217446271,2.011263073,4.114469601,3.022641076
E02000975,Westminster 016,2138,1417,332,678,140,290,267,475,1016,663,7416,28.82955771,19.10733549,4.476806904,9.142394822,1.88781014,3.910463862,3.600323625
E02000976,Westminster 017,2193,1491,448,659,147,398,349,761,1066,919,8431,26.01114933,17.68473491,5.313723165,7.816391887,1.743565413,4.720673704,4.139485233
E02000977,Westminster 018,1524,1163,472,573,158,300,229,520,980,469,6388,23.85723231,18.20601127,7.388854101,8.969943644,2.473387602,4.696305573,3.584846587
E02000978,Westminster 019,1702,1002,337,738,107,244,264,499,1366,866,7125,23.8877193,14.06315789,4.729824561,10.35789474,1.501754386,3.424561404,3.705263158
E02000979,Westminster 020,2115,1411,468,534,206,362,347,721,921,1002,8087,26.1530852,17.44775566,5.787065661,6.603190305,2.547298133,4.47632002,4.290837146
E02000980,Westminster 021,1800,1537,591,654,236,627,531,838,841,1071,8726,20.62800825,17.61402705,6.772862709,7.494842998,2.704561082,7.185422874,6.085262434
E02000981,Westminster 022,2317,1608,512,676,208,395,339,850,615,751,8271,28.01354129,19.44142184,6.19030347,8.17313505,2.514810785,4.775722404,4.098657962
E02000982,Westminster 023,1401,1167,483,695,183,535,514,855,741,1061,7635,18.3497053,15.2848723,6.326129666,9.102815979,2.396856582,7.007203667,6.732154551
E02000983,Westminster 024,1508,1334,561,599,212,469,454,797,658,1102,7694,19.59968807,17.3381856,7.291395893,7.785287237,2.755393813,6.095658955,5.900701846
E02003237,Peterborough 001,759,1216,736,577,299,523,542,309,263,931,6155,12.33143786,19.75629569,11.95775792,9.374492283,4.857839155,8.497156783,8.805848903
E02003238,Peterborough 002,520,971,670,405,284,619,654,320,223,1071,5737,9.063970716,16.92522224,11.67857765,7.059438731,4.950322468,10.7896113,11.39968625
E02003239,Peterborough 003,832,1387,1102,763,421,821,900,413,279,1411,8329,9.989194381,16.65265938,13.23088006,9.160763597,5.054628407,9.857125705,10.80561892
E02003240,Peterborough 004,1000,1450,749,558,295,429,491,207,262,1426,6867,14.56239988,21.11547983,10.90723751,8.125819135,4.295907966,6.24726955,7.150138343
E02003241,Peterborough 005,629,1270,774,619,385,748,779,359,263,1354,7180,8.760445682,17.68802228,10.77994429,8.621169916,5.362116992,10.4178273,10.84958217
E02003242,Peterborough 006,681,1242,995,679,482,1001,1116,537,270,1443,8446,8.062988397,14.70518589,11.7807246,8.039308548,5.706843476,11.85176415,13.21335543
E02003243,Peterborough 007,446,1116,934,783,558,1429,2074,1023,574,3232,12169,3.665050538,9.170843948,7.675240365,6.434382447,4.585421974,11.74295341,17.04330676
E02003244,Peterborough 008,363,831,711,764,474,1007,1778,976,508,2623,10035,3.617339312,8.281016442,7.085201794,7.613353264,4.723467862,10.03487793,17.71798705
E02003245,Peterborough 009,220,700,633,456,382,913,1629,724,429,2161,8247,2.667636716,8.487935007,7.67551837,5.529283376,4.631987389,11.07069237,19.75263732
E02003246,Peterborough 010,282,693,665,733,489,956,2111,1226,549,2328,10032,2.811004785,6.907894737,6.628787879,7.30661882,4.874401914,9.529505582,21.04266348
E02003247,Peterborough 011,468,1158,825,539,425,930,1459,639,411,1996,8850,5.288135593,13.08474576,9.322033898,6.09039548,4.802259887,10.50847458,16.48587571
E02003248,Peterborough 012,520,1022,845,939,466,901,1836,1295,893,2856,11573,4.493216971,8.830899507,7.301477577,8.113712953,4.02661367,7.785362482,15.86451223
E02003249,Peterborough 013,588,1342,980,828,619,1316,2254,1152,594,3151,12824,4.585152838,10.46475359,7.641921397,6.456643793,4.826887087,10.26200873,17.57641921
E02003250,Peterborough 014,780,1107,733,781,496,1041,2609,1292,700,2513,12052,6.471954862,9.185197478,6.081978095,6.48025224,4.115499502,8.637570528,21.64785928
E02003251,Peterborough 015,1191,1569,921,574,231,556,587,481,390,1421,7921,15.03598031,19.80810504,11.62731978,7.246559778,2.916298447,7.019315743,7.41068047
E02003252,Peterborough 016,1172,1665,1071,786,450,1092,1748,904,611,3028,12527,9.35579149,13.29129081,8.549533009,6.274447194,3.59224076,8.717170911,13.95385966
E02003253,Peterborough 017,785,1421,956,706,477,1075,1733,645,403,2064,10265,7.647345348,13.84315636,9.313200195,6.877739893,4.646858256,10.4724793,16.88261081
E02003254,Peterborough 018,1442,1869,1147,735,346,685,752,392,313,1557,9238,15.60943927,20.23165187,12.41610738,7.95626759,3.745399437,7.415024897,8.140290106
E02003255,Peterborough 019,1006,2065,1478,956,723,1286,1808,785,528,3089,13724,7.330224424,15.04663363,10.76945497,6.965899155,5.268143398,9.370445934,13.17400175
E02003257,Peterborough 021,365,938,812,558,441,998,1868,766,483,2388,9617,3.795362379,9.753561402,8.443381512,5.802225226,4.585629614,10.37745659,19.42393678
E02003258,Luton 001,980,1563,1035,811,381,752,715,497,361,1515,8610,11.38211382,18.1533101,12.02090592,9.419279907,4.425087108,8.734030197,8.304297329
E02003259,Luton 002,377,907,705,608,355,659,778,468,390,1554,6801,5.543302456,13.33627408,10.36612263,8.939861785,5.219820615,9.689751507,11.43949419
E02003260,Luton 003,282,919,718,642,372,918,1142,911,633,2413,8950,3.150837989,10.26815642,8.022346369,7.173184358,4.156424581,10.25698324,12.75977654
E02003261,Luton 004,558,986,676,577,275,624,632,555,348,1211,6442,8.66190624,15.30580565,10.49363552,8.9568457,4.268860602,9.686432785,9.810617821
E02003262,Luton 005,577,1296,967,866,484,1096,1340,1113,762,2688,11189,5.156850478,11.58280454,8.642416659,7.739744392,4.325677004,9.795334704,11.9760479
E02003263,Luton 006,732,1591,1182,1133,519,1210,1428,1284,841,3053,12973,5.642488245,12.26393278,9.111231018,8.733523472,4.000616665,9.327063902,11.00747707
E02003264,Luton 007,1193,1654,949,844,320,642,590,697,718,2244,9851,12.11044564,16.79017359,9.633539742,8.567658106,3.248401178,6.517104862,5.989239671
E02003265,Luton 008,677,1369,1028,751,482,816,882,463,335,1429,8232,8.224003887,16.63022352,12.48785228,9.122934888,5.855199223,9.912536443,10.71428571
E02003266,Luton 009,434,1167,805,754,411,1036,1300,939,696,2571,10113,4.291505982,11.53960249,7.960051419,7.455750025,4.064075942,10.24424009,12.85474142
E02003267,Luton 010,679,1210,912,1317,423,1107,1432,2050,1436,4075,14641,4.637661362,8.26446281,6.229082713,8.995287207,2.889146916,7.560958951,9.780752681
E02003268,Luton 011,613,1334,894,1087,388,1029,1264,1539,1181,3622,12951,4.733225234,10.30036291,6.902941858,8.393174272,2.995907652,7.945332407,9.759864103
E02003269,Luton 012,896,1641,1086,965,502,924,1096,748,643,2270,10771,8.318633367,15.23535419,10.08262928,8.95924241,4.660662891,8.57859066,10.17547117
E02003270,Luton 013,617,1362,743,724,339,780,952,764,668,1858,8807,7.005790848,15.46497105,8.436470989,8.220733507,3.849210855,8.856591348,10.80958329
E02003271,Luton 014,905,1674,1235,870,543,963,939,553,525,2008,10215,8.859520313,16.3876652,12.09006363,8.516886931,5.315712188,9.427312775,9.19236417
E02003272,Luton 015,416,774,649,933,312,928,1228,1879,1095,3139,11353,3.664229719,6.817581256,5.716550691,8.218092134,2.748172289,8.174050912,10.81652427
E02003273,Luton 016,802,1523,1106,978,553,1169,1357,980,815,2748,12031,6.666112543,12.65896434,9.192918294,8.129000083,4.596459147,9.716565539,11.27919541
E02003274,Luton 017,392,810,597,761,396,908,1417,1986,1095,3177,11539,3.397174799,7.019672415,5.173758558,6.595025565,3.431839847,7.868966115,12.2800936
E02003276,Luton 019,278,622,450,774,254,754,1302,1353,1002,2360,9149,3.038583452,6.798557219,4.918570336,8.459940977,2.776259701,8.241337851,14.2310635
E02003277,Luton 020,391,1071,822,1064,516,1087,1489,1246,1003,2924,11613,3.366916387,9.222423146,7.078274348,9.162145871,4.443296306,9.360199776,12.8218376
E02003278,Luton 021,761,1332,929,1180,522,1218,1991,1092,1539,2712,13276,5.732148237,10.03314251,6.997589635,8.888219343,3.931907201,9.174450136,14.99698704
E02003279,Southend-on-Sea 001,888,1686,1192,1027,457,1002,836,530,315,1518,9451,9.395831129,17.83938208,12.61242197,10.86657497,4.835467146,10.60205269,8.845624802
E02003280,Southend-on-Sea 002,830,1698,1265,1000,504,1149,1021,699,399,2016,10581,7.844249126,16.04763255,11.95539174,9.450902561,4.763254891,10.85908704,9.649371515
E02003281,Southend-on-Sea 003,952,1669,1236,1049,382,919,749,632,326,1529,9443,10.08154188,17.67446786,13.08906068,11.10875781,4.045324579,9.732076671,7.931801334
E02003282,Southend-on-Sea 004,1102,1878,1212,1058,420,1005,764,663,480,2103,10685,10.31352363,17.57604118,11.34300421,9.901731399,3.930744034,9.405708938,7.150210576
E02003283,Southend-on-Sea 005,1024,1928,1132,1081,426,966,902,820,499,2217,10995,9.313324238,17.53524329,10.2955889,9.831741701,3.874488404,8.785811733,8.203728968
E02003284,Southend-on-Sea 006,794,1678,1219,1017,534,1305,1104,725,490,2342,11208,7.084225553,14.97144897,10.87615989,9.073875803,4.764453961,11.64346895,9.850107066
E02003285,Southend-on-Sea 007,872,1930,1095,1043,479,1165,974,709,503,2514,11284,7.727756115,17.10386388,9.704005672,9.243176179,4.2449486,10.32435307,8.63169089
E02003286,Southend-on-Sea 008,1686,1999,1122,899,227,569,367,305,364,1830,9368,17.99743809,21.33859949,11.97694278,9.596498719,2.423142613,6.073868488,3.917591802
E02003287,Southend-on-Sea 009,1030,1653,1108,942,368,973,844,799,433,2005,10155,10.1427868,16.27769572,10.91088134,9.276218612,3.623830625,9.581486952,8.31117676
E02003288,Southend-on-Sea 010,932,1820,1163,1009,541,1458,1516,1141,679,2749,13008,7.164821648,13.99138991,8.940651907,7.756765068,4.15897909,11.20848708,11.65436654
E02003289,Southend-on-Sea 011,1613,2270,1055,1074,274,688,447,401,329,1740,9891,16.30775452,22.95015671,10.66626226,10.85835608,2.770195127,6.955818421,4.519259933
E02003290,Southend-on-Sea 012,1418,2003,1030,1029,325,785,590,793,342,1612,9927,14.28427521,20.17729425,10.37574292,10.36566939,3.273899466,7.907726403,5.943386723
E02003291,Southend-on-Sea 013,884,1850,1240,1022,553,1333,1200,893,470,2232,11677,7.570437612,15.84311039,10.61916588,8.752248009,4.735805429,11.41560332,10.27661214
E02003292,Southend-on-Sea 014,764,1591,1022,978,644,1409,1421,1122,587,2549,12087,6.320840573,13.16290229,8.455365268,8.091337801,5.328038388,11.65715231,11.75643253
E02003293,Southend-on-Sea 015,1069,1861,1130,1165,535,1217,1065,969,808,1873,11692,9.143003763,15.91686623,9.664728019,9.964078002,4.57577831,10.40882655,9.108792337
E02003294,Southend-on-Sea 016,1362,1829,1119,1036,309,772,488,482,302,1417,9116,14.94076349,20.0636244,12.27512067,11.36463361,3.389644581,8.468626591,5.353225099
E02003295,Southend-on-Sea 017,1031,1632,1102,848,429,1004,844,734,465,2030,10119,10.18875383,16.1280759,10.89040419,8.380274731,4.239549363,9.921929044,8.340745133
E02003296,Thurrock 001,623,1140,949,687,432,694,756,328,309,1167,7085,8.793225124,16.09033169,13.39449541,9.69654199,6.09738885,9.795342272,10.67043049
E02003297,Thurrock 002,415,976,838,668,428,804,911,465,383,1424,7312,5.675601751,13.34792123,11.46061269,9.135667396,5.853391685,10.99562363,12.45897155
E02003298,Thurrock 003,449,1041,816,595,455,859,889,443,268,1281,7096,6.327508455,14.67023675,11.4994363,8.385005637,6.412063134,12.1054115,12.52818489
E02003299,Thurrock 004,745,1219,765,797,305,461,510,306,271,1039,6418,11.60797756,18.99345591,11.91960112,12.41819882,4.752259271,7.182923029,7.946400748
E02003300,Thurrock 005,713,1498,1077,790,478,827,920,404,394,1845,8946,7.970042477,16.74491393,12.03890007,8.830762352,5.343170132,9.244355019,10.28392578
E02003301,Thurrock 006,890,1715,1167,1036,564,1214,1229,810,578,2827,12030,7.398171239,14.2560266,9.70074813,8.611803824,4.688279302,10.09143807,10.21612635
E02003302,Thurrock 007,510,1248,863,885,484,1202,1336,863,540,2475,10406,4.901018643,11.99308091,8.293292331,8.504708822,4.651162791,11.55102825,12.83874688
E02003303,Thurrock 008,584,1314,922,842,514,989,1111,565,484,2192,9517,6.136387517,13.80687191,9.687926868,8.847325838,5.400861616,10.39193023,11.6738468
E02003304,Thurrock 009,641,1385,1017,832,454,1046,1124,690,483,1976,9648,6.643864013,14.3553068,10.54104478,8.623548922,4.705638474,10.84162521,11.65008292
E02003305,Thurrock 010,596,1129,847,581,351,676,657,415,325,1502,7079,8.419268258,15.94858031,11.9649668,8.207373923,4.958327447,9.54937138,9.280971889
E02003307,Thurrock 012,467,1225,959,851,541,1185,1491,923,498,2482,10622,4.396535492,11.53266805,9.028431557,8.011673884,5.093202787,11.15609113,14.03690454
E02003308,Thurrock 013,493,1150,847,628,402,786,836,373,338,1860,7713,6.391806042,14.90989239,10.98145987,8.142097757,5.211979774,10.19058732,10.83884351
E02003309,Thurrock 014,614,1316,912,701,412,722,825,444,383,1441,7770,7.902187902,16.93693694,11.73745174,9.021879022,5.302445302,9.292149292,10.61776062
E02003311,Thurrock 016,587,1248,817,833,418,921,1330,721,542,1887,9304,6.309114359,13.41358555,8.78116939,8.953138435,4.492691316,9.898968186,14.29492691
E02003312,Thurrock 017,512,1056,730,764,407,905,1397,634,530,2489,9424,5.432937182,11.20543294,7.746179966,8.106960951,4.318760611,9.603140917,14.82385399
E02003313,Thurrock 018,523,1534,1029,985,667,1530,2169,1303,964,4118,14822,3.528538659,10.3494805,6.942382944,6.645526919,4.500067467,10.32249359,14.63365268
E02003314,Medway 001,440,971,738,679,441,777,871,493,208,1156,6774,6.495423679,14.33421907,10.89459699,10.02361972,6.510186005,11.47032772,12.85798642
E02003315,Medway 002,527,1007,728,621,313,511,460,303,236,1018,5724,9.206848358,17.59259259,12.71837876,10.8490566,5.468204053,8.92732355,8.036338225
E02003316,Medway 003,1009,1976,1383,1125,666,1104,1138,624,525,2592,12142,8.309998353,16.27408994,11.39021578,9.265359908,5.485093065,9.092406523,9.372426289
E02003317,Medway 004,611,1240,810,626,319,650,661,394,323,1446,7080,8.629943503,17.51412429,11.44067797,8.84180791,4.505649718,9.18079096,9.336158192
E02003318,Medway 005,639,1076,767,582,303,540,499,293,237,1032,5968,10.70710456,18.02949062,12.85187668,9.752010724,5.077077748,9.048257373,8.361260054
E02003319,Medway 006,497,1216,718,696,413,894,1051,603,344,1810,8242,6.030089784,14.75370056,8.711477797,8.444552293,5.01091968,10.84688182,12.75175928
E02003320,Medway 007,1045,1625,1125,694,333,683,739,541,724,1893,9402,11.11465646,17.28355669,11.96553925,7.381408211,3.541799617,7.264411827,7.860029781
E02003321,Medway 008,329,791,566,520,343,737,790,635,324,1457,6492,5.067775724,12.18422674,8.718422674,8.009858287,5.283425755,11.35243376,12.16882317
E02003322,Medway 009,469,1004,619,549,339,820,908,530,1298,1496,8032,5.839143426,12.5,7.706673307,6.835159363,4.22061753,10.20916335,11.30478088
E02003323,Medway 010,446,1035,687,557,335,835,814,535,393,1748,7385,6.039268788,14.01489506,9.302640487,7.542315504,4.536222072,11.30670278,11.02234259
E02003324,Medway 011,614,1380,987,853,504,1095,1147,608,480,2408,10076,6.093687971,13.69591108,9.795553791,8.465660977,5.001984915,10.8674077,11.38348551
E02003325,Medway 012,338,893,579,593,334,803,991,593,543,1696,7363,4.590520168,12.12820861,7.863642537,8.053782426,4.536194486,10.90588076,13.45918783
E02003326,Medway 013,460,1151,766,640,350,853,904,561,416,1666,7767,5.922492597,14.81910648,9.862237672,8.2399897,4.506244367,10.98236127,11.63898545
E02003327,Medway 014,977,1499,696,652,252,611,662,491,371,1247,7458,13.10002682,20.09922231,9.33226066,8.742290158,3.378921963,8.192544918,8.876374363
E02003328,Medway 015,651,1331,750,780,403,880,1251,1039,791,2042,9918,6.563823351,13.42004436,7.562008469,7.864488808,4.063319218,8.872756604,12.61343013
E02003329,Medway 016,377,1036,671,524,305,696,869,454,383,1563,6878,5.481244548,15.06251817,9.755742949,7.618493748,4.434428613,10.1192207,12.63448677
E02003330,Medway 017,581,1156,666,588,298,658,686,374,325,1448,6780,8.569321534,17.05014749,9.82300885,8.672566372,4.395280236,9.705014749,10.1179941
E02003331,Medway 018,488,1245,902,756,461,1107,1143,652,419,1684,8857,5.509766287,14.05667833,10.18403523,8.535621542,5.20492266,12.49858869,12.90504686
E02003332,Medway 019,502,1069,671,556,277,626,593,507,279,1203,6283,7.989813783,17.01416521,10.67961165,8.849275824,4.408721948,9.963393283,9.438166481
E02003333,Medway 020,297,700,528,538,300,720,1046,696,309,1673,6807,4.363155575,10.28353166,7.756721022,7.903628618,4.407227854,10.57734685,15.36653445
E02003334,Medway 021,412,842,540,546,290,626,683,451,419,1409,6218,6.625924735,13.54133162,8.684464458,8.780958508,4.663879061,10.06754583,10.98423931
E02003335,Medway 022,265,706,549,562,317,819,968,666,413,2165,7430,3.566621803,9.502018843,7.388963661,7.563930013,4.266487214,11.02288022,13.0282638
E02003336,Medway 023,629,1126,797,615,280,627,569,368,216,1128,6355,9.897718332,17.71833202,12.54130606,9.677419355,4.405979544,9.86624705,8.953579858
E02003337,Medway 024,574,1118,711,809,382,694,781,647,331,1372,7419,7.736891764,15.06941636,9.58350182,10.90443456,5.148941906,9.354360426,10.52702521
E02003338,Medway 025,580,1132,841,634,363,792,757,485,291,1423,7298,7.947382845,15.51109893,11.52370512,8.687311592,4.97396547,10.8522883,10.37270485
E02003339,Medway 026,610,1118,716,615,282,611,574,409,306,1200,6441,9.470579103,17.35755317,11.11628629,9.5482068,4.378202143,9.486104642,8.91165968
E02003340,Medway 027,488,1015,781,687,436,1000,914,666,383,1720,8090,6.032138443,12.54635352,9.653893696,8.491965389,5.389369592,12.36093943,11.29789864
E02003341,Medway 028,683,1180,793,650,356,590,544,303,242,1258,6599,10.35005304,17.8814972,12.01697227,9.849977269,5.394756781,8.940748598,8.243673284
