Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers,2_Professional,3_Associate,4_Administrative,5_Skilled,6_Caring,7_Sales,8_Process,9_Elementary,0_notapply,total,1_%,2_%,3_%,4_%,5_%,6_%,7_%,8_%,9_%
E02000905,Waltham Forest 011,704,1382,894,381,514,356,320,307,577,5039,10474,6.721405385,13.19457705,8.535421043,3.637578766,4.907389727,3.398892496,3.055184266,2.931067405,5.508879129
E02000906,Waltham Forest 012,639,1320,871,361,440,352,340,228,491,4611,9653,6.619703719,13.67450534,9.023101626,3.73977002,4.558168445,3.646534756,3.522221071,2.361960012,5.086501606
E02000907,Waltham Forest 013,509,1125,711,345,431,404,321,330,553,5852,10581,4.810509404,10.63226538,6.719591721,3.260561384,4.073339004,3.818164635,3.033739722,3.118797845,5.226349116
E02000908,Waltham Forest 014,895,1958,1287,499,624,482,428,334,708,5688,12903,6.936371386,15.17476556,9.974424552,3.867317678,4.836084631,3.735565372,3.317058049,2.5885453,5.487096024
E02000909,Waltham Forest 015,797,1404,881,303,358,278,248,217,416,4345,9247,8.619011571,15.18330269,9.527414297,3.276738402,3.8715259,3.006380448,2.681950903,2.34670704,4.498756353
E02000910,Waltham Forest 016,844,1616,1075,404,607,368,364,316,668,5167,11429,7.384723073,14.13946977,9.405897279,3.534867442,5.311050836,3.219879255,3.184880567,2.764896316,5.844780821
E02000911,Waltham Forest 017,784,1768,1160,515,628,483,475,349,887,5914,12963,6.04798272,13.63881817,8.948545861,3.972845792,4.844557587,3.725989354,3.664275245,2.692278022,6.842551878
E02000912,Waltham Forest 018,542,1082,709,353,466,325,356,313,622,4974,9742,5.563539314,11.10654896,7.277766372,3.623485937,4.78341203,3.336070622,3.654280435,3.21289263,6.384725929
E02000913,Waltham Forest 019,593,1034,670,412,469,333,286,280,492,5073,9642,6.150176312,10.7239162,6.948765816,4.272972412,4.864136071,3.453640324,2.966189587,2.903961834,5.102675793
E02000914,Waltham Forest 020,545,880,645,386,559,457,494,409,850,6573,11798,4.619427022,7.458891338,5.46702831,3.271740973,4.738091202,3.873537888,4.187150364,3.466689269,7.204610951
E02000915,Waltham Forest 021,630,1252,731,336,347,301,262,213,396,3643,8111,7.767229688,15.43582789,9.012452225,4.1425225,4.278140796,3.71100974,3.230181235,2.626063371,4.882258661
E02000916,Waltham Forest 022,619,1209,889,422,587,401,340,360,669,5068,10564,5.859522908,11.44452859,8.415372965,3.994698978,5.556607346,3.79591064,3.218477849,3.407800076,6.332828474
E02000917,Waltham Forest 023,717,1243,797,381,533,363,286,286,668,4316,9590,7.47653806,12.96141814,8.310740355,3.972888425,5.557872784,3.785192909,2.982273201,2.982273201,6.965589155
E02000918,Waltham Forest 024,604,1173,724,391,498,339,307,305,608,4375,9324,6.477906478,12.58043758,7.764907765,4.193479193,5.341055341,3.635778636,3.292578293,3.271128271,6.520806521
E02000919,Waltham Forest 025,600,1144,750,371,574,330,312,269,735,4154,9239,6.49420933,12.38229246,8.117761663,4.015586102,6.212793592,3.571815132,3.376988852,2.911570516,7.955406429
E02000920,Waltham Forest 026,526,1041,716,417,557,442,383,326,761,5129,10298,5.10778792,10.10875898,6.95280637,4.049329967,5.408817246,4.292095553,3.719168771,3.165663236,7.389784424
E02000921,Waltham Forest 027,528,1030,748,412,743,562,426,391,895,5463,11198,4.715127701,9.198071084,6.679764244,3.679228434,6.635113413,5.018753349,3.804250759,3.491694946,7.99249866
E02000922,Waltham Forest 028,611,1156,724,376,632,407,402,312,807,5032,10459,5.841858686,11.0526819,6.922267903,3.594989961,6.0426427,3.89138541,3.843579692,2.983076776,7.715842815
E02000923,Wandsworth 001,965,1390,836,248,163,307,164,101,182,3169,7525,12.82392027,18.4717608,11.10963455,3.295681063,2.166112957,4.079734219,2.179401993,1.342192691,2.418604651
E02000925,Wandsworth 003,565,1051,734,332,226,408,282,184,388,3730,7900,7.151898734,13.30379747,9.291139241,4.202531646,2.860759494,5.164556962,3.569620253,2.329113924,4.911392405
E02000926,Wandsworth 004,1521,2429,1579,513,291,371,300,167,309,4160,11640,13.06701031,20.86769759,13.5652921,4.407216495,2.5,3.187285223,2.577319588,1.434707904,2.654639175
E02000927,Wandsworth 005,646,1334,889,338,182,252,179,129,242,2912,7103,9.094748698,18.78079685,12.51583838,4.758552724,2.562297621,3.547796706,2.520061946,1.816134028,3.407011122
E02000928,Wandsworth 006,1161,1764,962,339,139,176,129,58,133,3492,8353,13.89919789,21.11816114,11.5168203,4.058422124,1.664072788,2.107027415,1.544355321,0.694361307,1.592242308
E02000929,Wandsworth 007,479,944,657,341,212,436,258,225,433,4119,8104,5.910661402,11.64856861,8.107107601,4.207798618,2.615992103,5.38005923,3.183613031,2.776406713,5.343040474
E02000930,Wandsworth 008,1237,2499,1525,452,212,288,223,106,218,3319,10079,12.27304296,24.7941264,15.13046929,4.484571882,2.103383272,2.857426332,2.212521083,1.051691636,2.162912987
E02000931,Wandsworth 009,1327,2092,1285,348,136,154,141,52,92,3188,8815,15.05388542,23.73227453,14.57742484,3.947816222,1.542824731,1.747022121,1.599546228,0.589903573,1.043675553
E02000932,Wandsworth 010,1944,3204,1868,519,243,314,266,110,202,4173,12843,15.13665032,24.94744219,14.54488827,4.04111189,1.892081289,2.444911625,2.071167173,0.856497703,1.572841236
E02000933,Wandsworth 011,1090,1712,1005,370,167,272,191,96,207,3756,8866,12.29415746,19.30972254,11.33543875,4.173246109,1.883600271,3.067899842,2.154297316,1.08278818,2.334762012
E02000934,Wandsworth 012,1217,2133,1323,413,204,298,182,116,222,2805,8913,13.65421295,23.93133625,14.84348704,4.63368114,2.288791653,3.343430944,2.04196118,1.301469763,2.490743857
E02000935,Wandsworth 013,296,368,324,211,226,368,291,204,444,4641,7373,4.01464804,4.99118405,4.394412044,2.861793029,3.065238031,4.99118405,3.946833039,2.766852028,6.02197206
E02000936,Wandsworth 014,1161,2136,1027,453,200,290,204,131,240,3523,9365,12.39722371,22.80832888,10.96636412,4.837159637,2.135611319,3.096636412,2.178323545,1.398825414,2.562733582
E02000937,Wandsworth 015,1132,1675,929,310,103,191,112,71,116,3522,8161,13.87084916,20.52444553,11.3834089,3.798554099,1.262100233,2.340399461,1.372380836,0.869991423,1.421394437
E02000938,Wandsworth 016,905,1325,805,382,362,488,294,247,474,5483,10765,8.406874129,12.30840687,7.477937761,3.548536925,3.362749652,4.533209475,2.731072922,2.294472829,4.403158384
E02000939,Wandsworth 017,1128,1534,838,223,69,145,92,32,65,3693,7819,14.42639724,19.61887709,10.71748305,2.852027113,0.882465788,1.854457092,1.176621051,0.409259496,0.831308351
