Middle layer Super Output Areas Code,Middle layer Super Output Areas,1_Managers,2_Professional,3_Associate,4_Administrative,5_Skilled,6_Caring,7_Sales,8_Process,9_Elementary,0_notapply,total,1_%,2_%,3_%,4_%,5_%,6_%,7_%,8_%,9_%
E02003709,Buckinghamshire 048,291,417,315,271,326,325,269,238,300,3009,5761,5.051206388,7.238326679,5.467800729,4.704044437,5.658739802,5.641381705,4.669328242,4.131227217,5.207429266
E02003710,Buckinghamshire 049,830,1611,861,492,470,548,509,393,656,6549,12919,6.42464587,12.47000542,6.664602523,3.808344299,3.638052481,4.241814382,3.939933431,3.042031117,5.077792399
E02003711,Buckinghamshire 051,805,1241,838,481,553,445,358,272,371,4382,9746,8.259798892,12.7334291,8.598399343,4.935358096,5.674122717,4.565975785,3.673301867,2.79088857,3.806689924
E02003712,Buckinghamshire 052,569,730,529,366,415,354,274,249,317,4327,8130,6.998769988,8.979089791,6.506765068,4.501845018,5.104551046,4.354243542,3.370233702,3.062730627,3.899138991
E02003713,Buckinghamshire 055,545,581,424,294,301,215,150,62,147,3184,5903,9.232593596,9.84245299,7.182788413,4.98051838,5.099102151,3.642215822,2.541080806,1.0503134,2.49025919
E02003714,Buckinghamshire 056,629,720,581,325,398,291,199,180,211,3218,6752,9.315758294,10.66350711,8.60485782,4.813388626,5.894549763,4.309834123,2.947274882,2.665876777,3.125
E02003715,Buckinghamshire 057,828,816,496,311,218,178,107,67,126,3424,6571,12.60082179,12.41820119,7.548318369,4.732917364,3.31760767,2.708872318,1.628367067,1.019631715,1.91751636
E02003716,Buckinghamshire 060,605,671,469,262,272,228,151,66,157,3049,5930,10.20236088,11.3153457,7.908937605,4.418212479,4.586846543,3.844856661,2.546374368,1.112984823,2.647554806
E02003717,Buckinghamshire 062,981,1055,716,336,346,238,205,96,230,4909,9112,10.76602283,11.57813872,7.857769974,3.687445127,3.797190518,2.611940299,2.249780509,1.053555751,2.524143986
E02003718,Buckinghamshire 061,603,636,500,208,220,192,139,74,191,2899,5662,10.64994702,11.23277994,8.830801837,3.673613564,3.885552808,3.391027905,2.454962911,1.306958672,3.373366302
E02003719,Cambridge 001,385,1445,645,362,474,609,353,399,969,4672,10313,3.733152332,14.01144187,6.254242219,3.510132842,4.596140793,5.905168234,3.422864346,3.868903326,9.395908077
E02003720,Cambridge 002,450,1677,621,313,332,366,277,228,560,4896,9720,4.62962963,17.25308642,6.388888889,3.220164609,3.41563786,3.765432099,2.849794239,2.345679012,5.761316872
E02003721,Cambridge 003,492,1829,605,311,355,393,270,248,569,4644,9716,5.063812268,18.82461918,6.226842322,3.200905723,3.653766982,4.044874434,2.778921367,2.552490737,5.856319473
E02003722,Cambridge 004,590,2191,626,260,174,219,179,97,303,3851,8490,6.949352179,25.80683157,7.373380448,3.062426384,2.049469965,2.5795053,2.10836278,1.142520612,3.568904594
E02003723,Cambridge 005,382,2469,472,251,114,171,109,50,199,8765,12982,2.942535819,19.0186412,3.63580342,1.93344631,0.878138962,1.317208442,0.839624095,0.385148667,1.532891696
E02003724,Cambridge 006,545,1716,655,353,408,484,411,265,675,4829,10341,5.270283338,16.59413983,6.33401025,3.413596364,3.94545982,4.680398414,3.974470554,2.562614834,6.527415144
E02003725,Cambridge 007,644,2634,584,193,97,190,158,46,219,11480,16245,3.964296707,16.21421976,3.594952293,1.188057864,0.597106802,1.169590643,0.972606956,0.28316405,1.34810711
E02003726,Cambridge 008,549,2109,623,186,167,215,190,71,239,3883,8232,6.66909621,25.61953353,7.568027211,2.259475219,2.02866861,2.611758989,2.308066084,0.862487852,2.903304179
E02003727,Cambridge 009,572,2647,805,325,275,368,321,177,688,4013,10191,5.612795604,25.97389854,7.89912668,3.189088411,2.698459425,3.61102934,3.149838092,1.736826612,6.751054852
E02003728,Cambridge 010,605,2571,719,384,354,391,350,203,651,4595,10823,5.589947334,23.75496628,6.643259725,3.54799963,3.270812159,3.612676707,3.23385383,1.875635221,6.014968123
E02003729,Cambridge 011,424,1860,517,396,308,452,249,203,424,4507,9340,4.539614561,19.9143469,5.535331906,4.239828694,3.29764454,4.839400428,2.665952891,2.173447537,4.539614561
E02003731,Cambridge 013,668,2742,667,280,215,358,205,179,246,6367,11927,5.600737822,22.98985495,5.592353484,2.347614656,1.802632682,3.001593024,1.718789302,1.500796512,2.062547162
E02003732,East Cambridgeshire 001,568,822,621,480,662,570,328,464,590,4805,9910,5.731584258,8.294651867,6.266397578,4.843592331,6.68012109,5.751765893,3.309788093,4.682139253,5.95358224
E02003733,East Cambridgeshire 002,667,800,571,469,579,365,298,261,343,4120,8473,7.872064204,9.441756167,6.739053464,5.535229553,6.833471026,4.307801251,3.517054172,3.080372949,4.048152956
E02003734,East Cambridgeshire 003,811,1630,912,495,499,509,351,335,488,5929,11959,6.78150347,13.62990217,7.62605569,4.139142069,4.172589681,4.256208713,2.935028012,2.801237562,4.080608747
E02003735,East Cambridgeshire 004,652,1333,670,391,332,322,234,219,326,4132,8611,7.571710603,15.48019974,7.780745558,4.540703751,3.85553362,3.739403089,2.717454419,2.543258623,3.785855301
E02003736,East Cambridgeshire 005,853,1037,696,505,620,459,278,289,397,5144,10278,8.299280016,10.08951158,6.771745476,4.913407278,6.032302004,4.465849387,2.704806383,2.811831096,3.862619187
E02003737,East Cambridgeshire 006,824,1176,862,654,899,699,459,655,699,6315,13242,6.222624981,8.880833711,6.509590696,4.938830992,6.789004682,5.278658813,3.46624377,4.946382722,5.278658813
E02003738,East Cambridgeshire 007,538,620,482,314,438,292,187,207,232,3093,6403,8.402311417,9.682961112,7.527721381,4.903951273,6.840543495,4.56036233,2.920506013,3.232859597,3.623301577
E02003739,East Cambridgeshire 008,490,796,454,327,372,245,169,150,197,3207,6407,7.647885126,12.42391135,7.085999688,5.103792727,5.806149524,3.823942563,2.637739972,2.341189324,3.074761979
E02003740,East Cambridgeshire 009,510,786,409,281,301,265,134,122,209,3263,6280,8.121019108,12.51592357,6.512738854,4.474522293,4.792993631,4.219745223,2.133757962,1.942675159,3.328025478
E02003742,Fenland 001,368,327,314,268,439,309,208,359,326,3889,6807,5.406199501,4.803878361,4.612898487,3.937123549,6.449243426,4.539444689,3.055677979,5.273982665,4.789187601
E02003743,Fenland 002,337,291,325,246,600,484,354,1260,1143,6039,11079,3.041790775,2.626590848,2.933477751,2.220417005,5.415651232,4.368625327,3.195234227,11.37286759,10.3168156
E02003744,Fenland 003,527,493,505,393,741,579,513,1384,1314,7267,13716,3.842228055,3.594342374,3.681831438,2.865266842,5.402449694,4.221347332,3.74015748,10.09040537,9.580052493
E02003745,Fenland 004,583,568,522,451,718,504,335,491,456,5733,10361,5.626869993,5.482096323,5.038123733,4.352861693,6.929833028,4.864395329,3.233278641,4.738924814,4.401119583
E02003746,Fenland 005,339,381,440,309,438,423,265,472,466,4281,7814,4.338367034,4.875863834,5.630918864,3.954440747,5.605323778,5.413360635,3.391348861,6.040440235,5.963654978
E02003747,Fenland 006,703,851,739,632,737,605,492,559,586,6776,12680,5.544164038,6.711356467,5.82807571,4.984227129,5.812302839,4.771293375,3.880126183,4.40851735,4.621451104
E02003748,Fenland 007,336,329,387,288,411,386,264,423,455,4381,7660,4.386422977,4.295039164,5.052219321,3.759791123,5.365535248,5.039164491,3.446475196,5.522193211,5.939947781
E02003749,Fenland 008,377,408,356,347,452,323,214,282,267,3098,6124,6.15610712,6.662312214,5.813193991,5.666231221,7.380796865,5.274330503,3.494448073,4.604833442,4.359895493
E02003750,Fenland 009,375,394,416,294,426,374,256,351,380,4225,7491,5.006007209,5.259644907,5.553330663,3.924709652,5.686824189,4.992657856,3.417434254,4.685622747,5.072753971
E02003751,Fenland 010,511,499,408,365,497,393,221,323,318,4010,7545,6.77269715,6.613651425,5.407554672,4.837640822,6.587143804,5.208747515,2.929092114,4.280980782,4.21471173
E02003752,Fenland 011,574,708,744,522,715,584,382,712,591,5655,11187,5.130955573,6.32877447,6.650576562,4.66613033,6.391347099,5.220345043,3.414677751,6.364530258,5.282917672
E02003753,Huntingdonshire 001,715,959,838,645,645,478,441,408,475,5597,11201,6.383358629,8.561735559,7.481474868,5.758414427,5.758414427,4.267476118,3.937148469,3.642531917,4.240692795
E02003754,Huntingdonshire 002,535,597,416,300,306,198,170,123,186,2831,5662,9.448957965,10.54397739,7.347227128,5.298481102,5.404450724,3.496997527,3.002472625,2.172377252,3.285058283
E02003755,Huntingdonshire 003,558,668,594,464,561,398,327,358,363,4306,8597,6.490636268,7.770152379,6.909386995,5.397231592,6.525532162,4.629521926,3.803652437,4.164243341,4.222403164
E02003756,Huntingdonshire 004,561,684,560,404,425,303,222,210,288,3430,7087,7.915902356,9.651474531,7.901792014,5.700578524,5.996895725,4.275433893,3.13249612,2.963172005,4.06377875
E02003757,Huntingdonshire 005,527,631,510,407,389,286,232,208,238,3522,6950,7.582733813,9.079136691,7.338129496,5.856115108,5.597122302,4.115107914,3.338129496,2.992805755,3.424460432
E02003758,Huntingdonshire 006,804,1004,796,616,550,378,268,288,344,4638,9686,8.300640099,10.36547594,8.218046665,6.359694404,5.678298575,3.902539748,2.766880033,2.973363618,3.551517654
E02003759,Huntingdonshire 007,488,684,433,342,317,202,164,150,193,2921,5894,8.279606379,11.60502206,7.346454021,5.802511028,5.378350865,3.427214116,2.782490668,2.544960977,3.274516457
E02003760,Huntingdonshire 008,329,471,393,353,427,549,409,712,896,4519,9058,3.632148377,5.199823361,4.338706116,3.897107529,4.714064915,6.060940605,4.515345551,7.860454847,9.891808346
E02003761,Huntingdonshire 009,338,536,413,279,292,273,213,283,306,3041,5974,5.657850686,8.972212923,6.913290927,4.670237697,4.887847338,4.569802477,3.565450285,4.73719451,5.122196183
E02003762,Huntingdonshire 010,978,1339,1031,610,437,409,337,253,413,5741,11548,8.468998961,11.5950814,8.927952892,5.282299965,3.784205057,3.541738829,2.918254243,2.190855559,3.576376862
E02003763,Huntingdonshire 011,519,971,778,597,522,419,396,416,439,4542,9599,5.40681321,10.11563705,8.105010939,6.219397854,5.438066465,4.365038025,4.125429732,4.333784769,4.573393062
E02003764,Huntingdonshire 012,648,1452,861,566,411,510,373,482,589,4506,10398,6.231967686,13.96422389,8.280438546,5.443354491,3.952683208,4.904789383,3.587228313,4.635506828,5.664550875
E02003765,Huntingdonshire 013,453,809,557,293,331,260,270,244,287,3713,7217,6.276846335,11.2096439,7.717888319,4.059858667,4.586393238,3.602604961,3.74116669,3.380906194,3.976721629
E02003766,Huntingdonshire 014,584,958,646,405,362,339,247,247,350,3751,7889,7.402712638,12.14349094,8.188617062,5.133730511,4.588667765,4.297122576,3.130941818,3.130941818,4.436557232
E02003767,Huntingdonshire 015,768,760,461,303,288,183,165,129,172,3145,6374,12.04894885,11.92343897,7.23250706,4.753686853,4.518355821,2.871038594,2.588641356,2.023846878,2.698462504
E02003768,Huntingdonshire 016,893,1170,754,489,414,328,255,250,269,5217,10039,8.895308298,11.65454727,7.510708238,4.871003088,4.123916725,3.267257695,2.540093635,2.490287877,2.679549756
E02003769,Huntingdonshire 017,551,705,489,300,311,231,174,166,210,4323,7460,7.386058981,9.450402145,6.554959786,4.021447721,4.168900804,3.096514745,2.332439678,2.225201072,2.815013405
E02003770,Huntingdonshire 018,966,1354,870,513,490,387,301,282,328,5444,10935,8.834019204,12.3822588,7.956104252,4.691358025,4.481024234,3.53909465,2.752629172,2.578875171,2.999542753
E02003771,Huntingdonshire 019,457,643,447,289,324,296,213,223,295,3097,6284,7.272437938,10.23233609,7.113303628,4.59898154,5.155951623,4.710375557,3.389560789,3.548695099,4.694462126
E02003772,Huntingdonshire 020,500,663,518,357,369,267,237,205,228,3370,6714,7.44712541,9.874888293,7.715221924,5.317247542,5.495978552,3.976764969,3.529937444,3.053321418,3.395889187
E02003773,Huntingdonshire 021,680,892,769,598,623,535,480,523,561,4882,10543,6.449777103,8.460589965,7.293939107,5.672009864,5.909134023,5.074456986,4.552783838,4.96063739,5.32106611
E02003774,Huntingdonshire 022,345,468,360,296,335,269,219,252,278,2905,5727,6.024096386,8.171817706,6.28601362,5.168500087,5.849484896,4.697049066,3.823991619,4.400209534,4.854199406
E02003775,South Cambridgeshire 001,627,944,534,340,379,255,189,148,258,3565,7239,8.661417323,13.0404752,7.37670949,4.696781323,5.235529769,3.522585993,2.610857853,2.044481282,3.564028181
E02003776,South Cambridgeshire 002,511,984,481,319,347,257,176,147,196,3361,6779,7.537984954,14.51541525,7.095441806,4.705708807,5.118749078,3.791119634,2.596253135,2.168461425,2.8912819
E02003777,South Cambridgeshire 003,817,1780,769,429,425,321,250,171,287,4686,9935,8.223452441,17.91645697,7.740312028,4.318067438,4.277805737,3.23100151,2.516356316,1.72118772,2.888777051
E02003778,South Cambridgeshire 004,522,1102,480,289,298,246,172,153,255,3008,6525,8,16.88888889,7.356321839,4.429118774,4.567049808,3.770114943,2.636015326,2.344827586,3.908045977
E02003780,South Cambridgeshire 006,748,2047,840,483,415,437,256,212,465,5521,11424,6.547619048,17.91841737,7.352941176,4.227941176,3.632703081,3.825280112,2.240896359,1.855742297,4.070378151
