Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does not apply,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,outside the UK,Works mainly from home,Total,% work from home
E02006416,Surrey Heath 001,4388,130,257,388,427,144,82,39,28,474,2029,8386,24.19508705
E02006417,Surrey Heath 002,3018,195,165,370,396,180,54,43,21,410,1234,6086,20.27604338
E02006418,Surrey Heath 003,3231,144,155,408,401,180,60,46,27,409,1473,6534,22.543618
E02006419,Surrey Heath 004,4085,379,609,384,474,204,86,89,47,609,1282,8248,15.54316198
E02006420,Surrey Heath 005,3930,250,310,272,315,195,56,82,43,347,1944,7744,25.10330579
E02006421,Surrey Heath 006,5277,254,282,636,569,194,81,78,85,589,2291,10336,22.16524768
E02006422,Surrey Heath 007,3086,106,434,279,286,198,55,47,32,301,1382,6206,22.26877216
E02006423,Surrey Heath 008,5450,952,485,484,545,309,90,112,47,798,1935,11207,17.26599447
E02006424,Surrey Heath 009,3356,325,276,222,262,184,40,63,25,399,1341,6493,20.65301093
E02006425,Surrey Heath 010,3187,680,327,260,265,145,58,54,22,416,1029,6443,15.97082105
E02006426,Surrey Heath 011,2666,256,317,232,289,138,58,41,20,368,1161,5546,20.93400649
E02006427,Surrey Heath 012,3417,154,547,428,397,159,62,74,40,539,1408,7225,19.48788927
E02006429,Tandridge 002,3867,156,274,555,422,257,72,20,13,596,1981,8213,24.12029709
E02006430,Tandridge 003,4729,388,348,654,514,235,61,34,19,757,1780,9519,18.69944322
E02006431,Tandridge 004,6125,393,225,484,580,297,65,33,26,740,2607,11575,22.52267819
E02006432,Tandridge 005,3026,202,127,290,256,118,29,14,11,418,1179,5670,20.79365079
E02006433,Tandridge 006,4953,326,151,243,495,252,107,37,19,472,2441,9496,25.70556024
E02006434,Tandridge 007,3458,220,195,227,410,132,91,35,18,516,1327,6629,20.01810228
E02006435,Tandridge 008,3156,97,254,293,295,99,71,25,18,480,1325,6113,21.6751186
E02006436,Tandridge 009,3163,95,179,408,394,159,104,32,10,564,1105,6213,17.78528891
E02006437,Tandridge 010,4403,214,208,252,480,209,142,76,29,650,1726,8389,20.57456193
E02006438,Tandridge 011,4275,109,309,552,361,207,134,67,26,711,1603,8354,19.18841274
E02006439,Waverley 001,3041,239,319,187,436,105,64,102,20,481,1242,6236,19.91661321
E02006440,Waverley 002,3590,167,376,203,444,116,78,108,31,526,1558,7197,21.64790885
E02006441,Waverley 003,4631,471,189,139,452,139,64,110,32,473,1726,8426,20.48421552
E02006442,Waverley 004,3642,166,132,87,257,62,35,85,19,218,1711,6414,26.6760212
E02006443,Waverley 005,3647,521,412,250,296,98,54,91,14,547,1571,7501,20.94387415
E02006444,Waverley 006,3808,308,186,151,360,105,47,89,28,389,1709,7180,23.80222841
E02006445,Waverley 007,4228,503,193,380,246,104,69,127,15,420,2152,8437,25.50669669
E02006446,Waverley 008,3804,128,197,358,169,98,67,70,23,407,1655,6976,23.72419725
E02006447,Waverley 009,3594,180,248,126,386,94,49,86,36,392,1561,6752,23.11907583
E02006448,Waverley 010,3797,393,173,301,250,76,55,101,19,355,1871,7391,25.31457178
E02006449,Waverley 011,3627,136,284,412,316,86,62,89,19,460,1463,6954,21.03825137
E02006450,Waverley 012,3658,140,235,308,310,96,58,100,24,442,1793,7164,25.02791736
E02006451,Waverley 013,6530,694,246,263,659,302,110,107,33,822,2027,11793,17.18816247
E02006453,Waverley 015,4636,124,187,288,430,181,67,100,23,580,1773,8389,21.13481941
E02006454,Waverley 016,3622,245,116,89,416,72,41,84,81,359,1640,6765,24.24242424
E02006455,Waverley 017,3134,316,158,82,360,119,55,69,57,400,1392,6142,22.66362748
E02006456,Woking 001,3909,405,387,479,432,167,84,21,17,709,1410,8020,17.58104738
E02006457,Woking 002,4914,233,357,286,316,127,160,29,28,404,2477,9331,26.54592219
E02006458,Woking 003,4849,350,276,284,256,97,129,27,24,386,2548,9226,27.61760243
E02006459,Woking 004,5503,759,712,604,434,126,117,19,44,1109,1228,10655,11.52510558
E02006460,Woking 005,4590,513,633,555,394,128,99,40,22,719,1628,9321,17.46593713
E02006461,Woking 006,3387,255,229,282,222,81,98,13,19,340,1862,6788,27.43076016
E02006462,Woking 007,3949,385,485,521,364,140,84,63,23,555,1772,8341,21.2444551
E02006463,Woking 008,4484,621,355,593,340,147,255,49,30,553,3233,10660,30.32833021
E02006464,Woking 009,3321,282,409,398,255,74,84,30,19,510,1428,6810,20.969163
E02006465,Woking 010,3084,236,199,254,204,78,81,34,18,297,1726,6211,27.78940589
E02006466,Woking 011,5643,457,597,701,377,168,126,48,34,897,2257,11305,19.96461743
E02006467,Woking 012,3568,140,241,378,250,105,68,101,27,387,2001,7266,27.53922378
E02006534,Adur 001,4798,532,476,639,239,92,91,31,46,882,1271,9097,13.971639
E02006535,Adur 002,4001,398,191,497,220,85,56,17,28,537,1335,7365,18.12627291
E02006536,Adur 003,3930,322,532,358,370,113,78,18,50,678,1051,7500,14.01333333
E02006537,Adur 004,5847,689,457,763,303,97,85,25,51,892,1326,10535,12.58661604
E02006538,Adur 005,4812,385,316,633,336,101,61,30,65,646,1879,9264,20.2828152
E02006539,Adur 006,3950,393,456,370,383,89,52,34,38,688,841,7294,11.53002468
E02006540,Adur 007,3204,211,445,304,243,77,45,34,28,504,630,5725,11.00436681
E02006541,Adur 008,4177,383,522,398,426,97,61,35,37,705,933,7774,12.00154361
E02006542,Arun 001,3057,175,147,274,442,73,54,34,42,393,1042,5733,18.17547532
E02006543,Arun 002,3017,124,270,370,237,179,59,36,31,453,823,5599,14.6990534
E02006544,Arun 003,6097,267,374,1086,558,205,136,123,88,888,1791,11613,15.42237148
E02006545,Arun 004,6386,880,739,549,898,172,99,105,117,1028,1192,12165,9.798602548
E02006546,Arun 005,6041,548,507,661,409,283,72,110,76,724,1535,10966,13.99781142
E02006547,Arun 006,3851,149,387,388,524,74,66,73,44,552,804,6912,11.63194444
E02006548,Arun 007,5077,763,494,397,745,137,83,73,74,796,1115,9754,11.43120771
E02006549,Arun 008,4035,119,204,303,171,131,25,49,33,303,873,6246,13.97694524
E02006550,Arun 009,5561,730,438,348,583,112,65,56,70,758,889,9610,9.250780437
E02006551,Arun 010,5439,256,224,262,309,108,34,40,46,376,861,7955,10.82338152
E02006552,Arun 011,3958,664,415,290,533,93,63,42,57,589,677,7381,9.172198889
E02006553,Arun 012,4759,626,713,1010,320,226,60,72,75,900,902,9663,9.334575184
E02006554,Arun 013,3841,113,469,358,387,62,66,50,47,507,718,6618,10.84919915
E02006555,Arun 014,3982,896,222,830,248,134,52,50,57,710,516,7697,6.703910615
E02006556,Arun 015,6039,464,496,580,597,118,115,83,69,823,1208,10592,11.40483384
E02006557,Arun 016,4035,859,343,784,233,154,45,47,45,706,518,7769,6.667524778
E02006558,Arun 017,5747,946,448,1226,364,194,77,66,112,830,716,10726,6.675368264
E02006559,Arun 018,5207,191,343,481,199,159,39,36,67,540,920,8182,11.24419457
E02006560,Arun 019,5569,164,591,877,293,192,44,85,102,832,958,9707,9.869166581
E02006561,Chichester 001,3561,109,171,184,223,266,98,64,61,490,1479,6706,22.05487623
E02006562,Chichester 002,3295,75,70,178,307,175,108,87,31,468,1365,6159,22.16268875
E02006563,Chichester 003,3052,66,118,193,283,177,94,55,85,434,1195,5752,20.77538248
E02006564,Chichester 004,4331,396,155,190,576,228,104,95,46,683,1185,7989,14.83289523
E02006565,Chichester 005,4463,274,154,215,398,333,101,54,75,699,1396,8162,17.10365107
E02006566,Chichester 006,4691,326,423,297,338,148,63,72,59,507,1309,8233,15.89942913
E02006567,Chichester 007,4040,219,243,407,555,94,70,64,76,579,1339,7686,17.42128545
E02006568,Chichester 008,6693,1670,468,336,473,227,80,114,122,689,1427,12299,11.60256931
E02006569,Chichester 009,5073,491,239,503,481,94,80,82,96,744,1737,9620,18.05613306
E02006570,Chichester 010,4734,1213,305,255,304,189,43,94,79,505,1186,8907,13.31536993
E02006571,Chichester 011,4617,370,623,313,297,161,47,82,84,552,1368,8514,16.06765328
E02006572,Chichester 012,5880,665,993,551,410,266,87,98,80,914,1541,11485,13.41750109
E02006573,Chichester 013,6730,375,237,641,564,120,86,84,156,894,1742,11629,14.9797919
E02006574,Chichester 014,6540,817,75,172,797,164,116,140,144,848,1111,10924,10.1702673
E02006575,Crawley 001,4840,814,767,182,374,130,76,90,35,783,855,8946,9.557344064
E02006576,Crawley 002,5043,339,1057,344,436,182,173,183,44,763,2150,10714,20.06720179
E02006577,Crawley 003,4781,615,750,322,435,124,106,85,24,746,1102,9090,12.12321232
E02006578,Crawley 004,6074,1379,992,404,578,155,139,174,79,969,1641,12584,13.04036872
E02006579,Crawley 005,4051,569,767,205,375,112,80,146,36,630,1382,8353,16.54495391
E02006580,Crawley 006,4268,333,804,500,384,95,98,111,22,728,1053,8396,12.54168652
E02006581,Crawley 007,5270,722,799,531,484,138,120,137,37,824,1290,10352,12.46136012
E02006582,Crawley 008,3593,221,650,293,385,122,112,142,37,480,1815,7850,23.12101911
E02006583,Crawley 009,4736,443,830,401,511,126,128,120,28,706,1452,9481,15.31484021
E02006584,Crawley 010,4040,174,861,676,374,90,89,72,31,636,796,7839,10.15435642
E02006585,Crawley 011,4416,508,712,384,378,106,72,105,37,709,887,8314,10.6687515
E02006586,Crawley 012,4047,319,882,714,415,98,86,85,26,716,650,8038,8.086588704
E02006587,Crawley 013,4431,232,846,717,415,121,99,86,30,724,832,8533,9.750380874
E02006588,Horsham 001,4793,276,530,636,592,266,137,146,44,801,2189,10410,21.02785783
E02006589,Horsham 002,5533,517,639,312,653,227,117,130,52,663,2496,11339,22.01252315
E02006590,Horsham 003,4333,438,440,207,560,198,95,104,24,626,1757,8782,20.00683216
E02006591,Horsham 004,3973,582,299,244,484,182,94,100,15,473,1829,8275,22.10271903
E02006592,Horsham 005,3458,117,165,360,291,187,87,66,21,476,1448,6676,21.68963451
E02006593,Horsham 006,5673,970,296,211,680,255,108,137,33,645,2281,11289,20.20550979
E02006594,Horsham 007,5245,559,602,197,651,336,162,140,48,787,2217,10944,20.25767544
E02006595,Horsham 008,4947,342,263,238,385,151,86,108,24,463,1952,8959,21.788146
E02006596,Horsham 009,4360,193,485,546,563,342,106,121,40,734,1873,9363,20.00427213
E02006597,Horsham 010,6013,429,176,584,657,611,171,176,61,997,2520,12395,20.33077854
E02006598,Horsham 011,2687,108,90,187,501,159,56,42,41,464,1117,5452,20.48789435
E02006599,Horsham 012,4085,101,100,110,336,220,71,58,55,362,1392,6890,20.20319303
E02006600,Horsham 013,5479,356,130,309,652,352,176,70,64,770,1508,9866,15.28481654
E02006601,Horsham 014,4864,306,153,312,718,213,64,49,54,696,1524,8953,17.02222719
E02006602,Horsham 015,4548,188,175,269,699,297,120,56,56,631,1677,8716,19.24047728
E02006603,Horsham 016,4620,229,115,448,469,203,60,61,38,587,1638,8468,19.34341049
E02006604,Mid Sussex 001,6284,1286,460,291,885,331,135,168,43,1101,2296,13280,17.28915663
E02006605,Mid Sussex 002,3138,137,315,488,270,142,95,88,18,476,1200,6367,18.84718078
E02006606,Mid Sussex 003,4065,562,365,199,518,207,89,114,25,572,1634,8350,19.56886228
E02006607,Mid Sussex 004,4050,490,210,194,470,156,95,119,28,517,1630,7959,20.47995979
E02006608,Mid Sussex 005,3280,90,268,421,283,117,66,66,17,475,1251,6334,19.75055257
E02006609,Mid Sussex 006,3590,129,170,336,392,110,38,93,31,460,1540,6889,22.35447815
E02006610,Mid Sussex 007,3862,94,161,474,451,173,81,134,23,573,1843,7869,23.42101919
E02006611,Mid Sussex 008,6283,530,344,302,523,170,48,187,45,474,2572,11478,22.40808503
E02006612,Mid Sussex 009,5491,872,333,414,693,209,48,239,50,616,2865,11830,24.2180896
E02006613,Mid Sussex 010,3755,873,170,351,431,137,40,95,34,514,1351,7751,17.43000903
E02006614,Mid Sussex 011,6312,643,553,370,736,211,52,251,62,704,2964,12858,23.05179655
E02006615,Mid Sussex 012,3141,600,267,324,471,181,43,65,44,556,1367,7059,19.3653492
E02006616,Mid Sussex 013,4710,509,643,299,547,240,47,85,93,746,1920,9839,19.51417827
E02006617,Mid Sussex 014,4504,868,394,314,477,197,39,64,76,689,1513,9135,16.56267105
E02006618,Mid Sussex 015,3373,401,176,263,315,154,29,42,55,370,1281,6459,19.83279145
E02006619,Mid Sussex 016,4734,244,341,373,524,171,46,55,68,609,1919,9084,21.12505504
E02006620,Mid Sussex 017,5422,230,387,400,498,235,41,56,103,502,2166,10040,21.57370518
E02006621,Worthing 001,4333,172,628,243,252,156,61,43,48,580,1175,7691,15.27759719
E02006622,Worthing 002,4259,352,741,178,265,153,51,30,47,606,1208,7890,15.31051965
E02006623,Worthing 003,4438,369,831,281,286,189,51,38,48,693,865,8089,10.69353443
E02006624,Worthing 004,3619,533,517,157,309,136,50,27,42,514,1427,7331,19.46528441
E02006625,Worthing 005,3689,982,447,212,406,159,66,43,46,691,1309,8050,16.26086957
E02006626,Worthing 006,5267,430,1062,458,352,276,73,61,77,818,1313,10187,12.88897615
E02006627,Worthing 007,4834,563,938,254,353,229,65,60,60,745,1505,9606,15.66729128
E02006628,Worthing 008,4283,1176,437,227,388,163,51,40,50,681,1448,8944,16.18962433
E02006629,Worthing 009,4128,961,328,214,360,124,43,32,42,561,1021,7814,13.06629127
E02006630,Worthing 010,4801,894,514,167,365,170,39,42,58,558,1296,8904,14.55525606
E02006631,Worthing 011,4790,1524,488,263,508,167,61,46,78,772,1489,10186,14.61810328
E02006632,Worthing 012,4373,426,700,204,310,163,42,40,47,479,1459,8243,17.69986655
E02006633,Worthing 013,4969,339,638,255,208,146,34,30,38,498,1252,8407,14.89235161
E02006782,Bromley 040,4251,230,432,484,490,44,27,15,28,591,1534,8126,18.87767659
E02006783,Lewisham 037,4313,232,518,512,463,42,14,6,33,688,950,7771,12.22493888
E02006784,Lewisham 038,4331,271,582,507,455,31,22,8,23,723,1017,7970,12.76035132
E02006785,Bexley 029,3461,138,408,390,519,62,38,15,19,562,1012,6624,15.27777778
E02006786,Greenwich 033,4076,204,484,491,536,93,43,14,47,579,991,7558,13.11193437
E02006787,Bromley 041,3951,255,333,359,473,38,13,16,12,445,1999,7894,25.32303015
E02006788,Croydon 045,3923,174,526,492,450,56,21,9,24,602,1334,7611,17.52726317
E02006789,Bromley 042,3729,147,132,354,423,195,23,7,15,607,1144,6776,16.88311688
E02006790,Tandridge 012,4146,151,241,478,433,214,29,28,17,614,1368,7719,17.72250291
E02006791,Ealing 040,3200,274,373,438,257,32,15,15,10,380,2571,7565,33.98545935
E02006792,Hounslow 029,4103,289,410,548,367,41,15,14,25,444,2744,9000,30.48888889
E02006793,Enfield 037,6030,560,503,534,470,66,28,9,40,794,610,9644,6.325176275
E02006794,Haringey 037,4874,324,413,572,524,46,23,17,42,742,709,8286,8.556601497
E02006795,Harrow 032,4208,292,501,497,475,173,17,14,40,661,1390,8268,16.81180455
E02006796,Hillingdon 033,4724,378,442,687,631,181,25,24,54,781,1770,9697,18.25306796
E02006798,Lewisham 039,4156,328,483,865,325,51,13,14,38,621,1994,8888,22.43474347
E02006799,Barking and Dagenham 023,6942,371,844,566,736,240,45,25,67,1172,1029,12037,8.548641688
E02006800,Redbridge 034,8262,532,674,708,993,249,74,31,58,1324,1775,14680,12.09128065
E02006801,Lambeth 036,4306,550,533,330,149,25,14,16,23,453,2167,8566,25.29768854
E02006802,Southwark 034,4502,528,665,381,135,32,18,21,46,395,2554,9277,27.53045165
E02006821,Portsmouth 026,3265,265,674,475,212,67,29,20,50,552,1047,6656,15.73016827
E02006822,Havant 018,4794,551,710,565,378,96,66,75,60,826,1186,9307,12.74309659
E02006823,Buckinghamshire 039,4867,150,184,437,293,175,116,99,22,510,2082,8935,23.30162283
E02006824,Buckinghamshire 036,4936,282,400,554,395,235,121,124,24,598,1865,9534,19.56156912
E02006825,East Cambridgeshire 011,3060,186,222,296,422,282,52,44,54,383,1199,6200,19.33870968
E02006826,West Suffolk 015,4373,1188,336,208,956,495,68,63,88,730,1248,9753,12.79606275
E02006829,East Hampshire 016,3885,160,267,353,462,202,61,71,96,527,1312,7396,17.73931855
E02006830,Havant 019,3625,256,381,436,460,105,22,26,45,680,633,6669,9.491677913
E02006831,Havant 020,3275,202,352,408,391,85,21,32,38,553,829,6186,13.40122858
E02006832,Sevenoaks 016,3141,203,146,262,526,208,116,24,25,564,855,6070,14.08566722
E02006833,Tonbridge and Malling 014,6273,279,450,424,761,362,187,196,64,917,2492,12405,20.08867392
E02006836,Sutton 025,4659,217,407,417,354,133,25,21,30,466,1992,8721,22.84141727
E02006837,Epsom and Ewell 010,6135,393,602,495,453,183,39,29,24,591,2842,11786,24.11335483
E02006838,East Hampshire 017,3797,128,167,222,374,110,113,98,57,424,1450,6940,20.89337176
E02006839,Waverley 018,4517,171,177,263,496,109,65,119,55,458,2088,8518,24.51279643
E02006853,Tower Hamlets 032,4824,524,484,597,250,25,11,18,32,454,3800,11019,34.48588801
E02006854,Tower Hamlets 033,2586,298,317,442,132,25,8,17,15,265,2967,7072,41.95418552
E02006855,Canterbury 019,3373,751,296,162,242,195,47,57,71,396,827,6417,12.8876422
E02006856,Canterbury 020,6203,1082,390,266,277,323,87,82,141,508,1783,11142,16.00251301
E02006857,Eastbourne 013,5136,566,991,152,235,167,103,48,88,757,747,8990,8.309232481
E02006858,Eastbourne 014,3909,266,655,221,194,99,90,54,71,492,782,6833,11.44446071
E02006859,Thurrock 019,3392,455,321,143,464,420,130,45,40,632,1650,7692,21.45085803
E02006873,South Cambridgeshire 020,4689,384,128,188,1577,139,87,97,111,449,2038,9887,20.61292606
E02006874,South Cambridgeshire 021,4800,197,182,268,1372,260,112,70,114,545,2314,10234,22.61090483
E02006877,Peterborough 022,5246,589,1230,528,180,278,110,114,142,636,1849,10902,16.96019079
E02006878,Peterborough 023,6125,617,1008,1099,274,319,129,147,173,791,2299,12981,17.71049996
E02006879,Folkestone and Hythe 014,3709,639,218,113,226,217,43,39,80,516,743,6543,11.35564726
E02006880,Folkestone and Hythe 015,3467,628,195,86,255,193,40,58,109,471,1148,6650,17.26315789
E02006882,Harrow 033,7298,591,825,777,997,184,47,46,71,1367,2194,14397,15.23928596
E02006886,Vale of White Horse 016,6808,364,244,449,797,693,259,125,145,930,3041,13855,21.94875496
E02006907,Norwich 014,3043,825,396,389,158,138,72,24,76,364,1628,7113,22.88767046
E02006908,Norwich 015,2531,584,411,243,102,122,54,20,51,413,1030,5561,18.52184859
E02006918,Hackney 028,4525,334,493,700,196,27,24,21,21,523,1535,8399,18.27598524
E02006921,Hackney 029,4814,726,378,389,142,16,4,22,16,484,937,7928,11.81886983
E02006922,Colchester 022,7629,827,1258,419,354,356,131,93,176,1137,1734,14114,12.2856738
E02006924,Redbridge 035,7376,416,684,862,848,149,59,23,60,1048,2074,13599,15.25112141
E02006925,Redbridge 036,7731,348,676,964,960,184,82,54,59,1013,2346,14417,16.27245613
E02006926,Thurrock 020,3587,353,528,176,441,380,123,43,40,738,1598,8007,19.95753715
E02006927,Greenwich 034,6076,235,513,664,761,63,51,23,45,754,3184,12369,25.74177379
E02006928,Greenwich 035,5121,272,475,938,406,45,22,25,36,476,4275,12091,35.35687702
E02006930,Greenwich 037,3893,305,367,670,457,43,29,20,32,492,3538,9846,35.93337396
E02006931,Greenwich 038,4234,251,373,672,323,34,20,19,23,509,3003,9461,31.74083078
E02006937,Luton 022,4568,639,562,590,492,271,111,181,62,975,918,9369,9.798270893
E02006938,Luton 023,3534,453,368,374,351,179,90,77,48,481,428,6383,6.705310982
E02006939,Reading 019,2690,758,372,198,240,192,41,67,66,390,2065,7079,29.17078683
E02006940,Reading 020,3586,835,360,184,190,180,56,85,72,368,2321,8237,28.17773461
E02006941,Southwark 035,1334,243,442,169,66,16,6,8,12,148,2866,5310,53.97363465
E02006942,Southwark 036,2452,383,585,276,125,27,11,19,28,269,2571,6746,38.11147347
E02006953,Barnet 042,4399,247,308,536,793,47,20,20,25,656,2119,9170,23.10796074
E02006954,Barnet 043,4975,337,443,631,795,66,26,13,39,997,1790,10112,17.70174051
E02006955,Brent 035,3666,228,358,356,598,35,21,7,44,418,1778,7509,23.67825276
E02006956,Brent 036,4790,515,582,539,468,54,22,19,67,709,1068,8833,12.0910223
E02006968,Ealing 041,4155,219,318,449,415,41,15,18,25,387,2308,8350,27.64071856
E02006969,Ealing 042,2723,186,296,351,353,24,8,8,19,348,2110,6426,32.83535636
E02006970,Ealing 043,4320,514,407,720,301,80,14,15,43,479,450,7343,6.128285442
E02006971,Ealing 044,4987,498,538,684,269,73,25,15,45,628,535,8297,6.448113776
E02006972,Hounslow 030,2777,167,307,307,252,44,7,10,23,340,1176,5410,21.73752311
