Middle layer Super Output Areas Code,Middle layer Super Output Areas,Does not apply,Less than 2km,2km to less than 5km,5km to less than 10km,10km to less than 20km,20km to less than 30km,30km to less than 40km,40km to less than 60km,60km and over,outside the UK,Works mainly from home,Total,% work from home
E02004449,Braintree 004,4656,647,141,496,518,374,96,120,84,941,811,8884,9.128770824
E02004450,Braintree 005,3168,98,139,201,459,208,114,117,68,554,1154,6280,18.37579618
E02004451,Braintree 006,4870,394,252,281,709,366,155,133,135,849,1349,9493,14.21047087
E02004452,Braintree 007,4856,445,459,271,513,356,124,176,98,785,1258,9341,13.46750883
E02004453,Braintree 008,4070,599,291,130,552,246,93,118,53,647,653,7452,8.762748256
E02004454,Braintree 009,4481,890,349,249,760,407,125,195,104,868,1012,9440,10.72033898
E02004455,Braintree 010,3882,420,392,145,643,226,107,169,39,681,1247,7951,15.68356182
E02004456,Braintree 011,4978,752,513,271,615,409,121,173,70,910,1021,9833,10.38340283
E02004457,Braintree 012,5367,450,529,498,649,373,158,190,85,1000,1312,10611,12.36452738
E02004458,Braintree 013,4721,362,441,182,796,306,139,201,67,694,1629,9538,17.07905221
E02004459,Braintree 014,5524,276,205,426,675,200,156,115,153,727,1955,10412,18.77641183
E02004460,Braintree 015,5055,579,223,402,614,233,160,222,100,830,1350,9768,13.82063882
E02004461,Braintree 016,2955,472,162,270,383,187,61,116,54,499,583,5742,10.1532567
E02004462,Braintree 017,5631,747,214,439,849,358,184,265,118,878,1903,11586,16.42499568
E02004463,Braintree 018,4201,250,196,479,450,229,104,176,51,646,1357,8139,16.67280993
E02004464,Brentwood 001,5253,137,204,426,634,296,186,31,24,896,1777,9864,18.01500406
E02004465,Brentwood 002,3355,127,90,282,286,175,192,45,18,414,1380,6364,21.68447517
E02004466,Brentwood 003,4288,241,330,215,479,204,156,36,32,640,1612,8233,19.57974007
E02004467,Brentwood 004,4208,433,298,287,480,258,101,23,28,645,1472,8233,17.87926637
E02004468,Brentwood 005,5830,271,198,207,406,218,301,39,32,388,2728,10618,25.69222076
E02004469,Brentwood 006,3651,196,243,259,422,260,116,30,21,527,1539,7264,21.18667401
E02004470,Brentwood 007,5198,600,202,418,603,515,281,46,46,759,3096,11764,26.31757905
E02004471,Brentwood 008,4343,348,242,257,426,303,152,35,35,606,1772,8519,20.80056345
E02004472,Brentwood 009,3020,102,210,263,364,159,160,17,21,458,1408,6182,22.77580071
E02004473,Castle Point 001,4069,287,385,550,323,183,94,136,25,765,1005,7822,12.84837637
E02004474,Castle Point 002,4188,318,340,563,194,167,79,142,30,701,1229,7951,15.4571752
E02004475,Castle Point 003,3499,218,304,362,277,140,63,134,24,596,1009,6626,15.22789013
E02004476,Castle Point 004,4124,318,335,513,237,170,69,180,32,698,1397,8073,17.30459557
E02004477,Castle Point 005,3360,160,338,300,156,103,52,110,24,474,972,6049,16.0687717
E02004478,Castle Point 006,3601,262,370,435,199,127,38,101,30,602,923,6688,13.80083732
E02004479,Castle Point 007,4137,216,374,455,236,165,71,177,26,776,1414,8047,17.57176588
E02004480,Castle Point 008,3605,366,252,476,237,179,65,151,23,714,904,6972,12.96615032
E02004481,Castle Point 009,4006,223,283,336,289,159,86,125,20,604,516,6647,7.762900557
E02004482,Castle Point 010,4683,549,234,595,291,169,85,112,35,913,677,8343,8.114587079
E02004483,Castle Point 011,4595,366,196,417,318,163,68,147,24,829,875,7998,10.94023506
E02004484,Castle Point 012,4715,273,348,434,415,201,124,184,35,887,749,8365,8.953974895
E02004485,Chelmsford 001,5066,251,346,542,412,285,163,196,45,702,1856,9864,18.81589619
E02004486,Chelmsford 002,4417,575,590,100,251,204,107,151,31,465,1739,8630,20.15063731
E02004487,Chelmsford 003,4161,214,621,187,256,180,101,103,29,586,1188,7626,15.57828482
E02004488,Chelmsford 004,4881,491,879,145,303,267,129,182,37,672,2013,9999,20.1320132
E02004489,Chelmsford 005,4833,284,509,434,291,251,124,147,45,649,1931,9498,20.33059591
E02004490,Chelmsford 006,4323,467,884,75,211,185,104,88,35,622,916,7910,11.58027813
E02004491,Chelmsford 007,3639,497,601,93,253,172,71,127,25,543,1456,7477,19.47305069
E02004492,Chelmsford 008,4167,663,673,123,422,196,111,211,51,674,2057,9348,22.00470689
E02004493,Chelmsford 009,4843,768,619,234,379,232,134,200,38,710,2192,10349,21.18079041
E02004495,Chelmsford 011,4550,222,389,325,345,191,105,88,36,575,1486,8312,17.87776708
E02004496,Chelmsford 012,4038,543,280,205,294,163,100,145,42,545,1867,8222,22.70737047
E02004497,Chelmsford 013,4126,244,475,230,357,157,117,129,31,527,1433,7826,18.31075901
E02004498,Chelmsford 014,5199,456,652,321,415,223,106,117,15,750,1636,9890,16.54196158
E02004499,Chelmsford 015,3302,486,454,215,259,153,79,88,30,545,1222,6833,17.88379921
E02004500,Chelmsford 016,5080,166,121,672,483,126,123,111,28,630,1705,9245,18.4424013
E02004501,Chelmsford 017,3800,147,416,341,265,161,91,89,25,507,1209,7051,17.14650404
E02004502,Chelmsford 018,4115,86,190,373,340,133,63,84,34,464,1350,7232,18.6670354
E02004503,Chelmsford 019,4005,517,74,251,746,124,128,140,27,693,1313,8018,16.37565478
E02004504,Chelmsford 020,3878,462,91,279,741,121,117,161,29,610,1516,8005,18.93816365
E02004505,Chelmsford 021,3494,91,185,258,447,142,73,120,18,580,1100,6508,16.90227412
E02004506,Colchester 001,3738,103,363,413,232,178,70,42,101,522,1385,7147,19.37876032
E02004507,Colchester 002,4724,873,637,362,232,358,139,68,140,691,1466,9690,15.12899897
E02004508,Colchester 003,3479,126,424,395,220,144,86,33,116,479,1063,6565,16.19192688
E02004512,Colchester 007,5373,1234,837,206,252,278,125,85,180,689,2055,11314,18.16333746
E02004513,Colchester 008,7276,601,1067,333,187,191,84,63,187,712,651,11352,5.734672304
E02004514,Colchester 009,3130,266,489,144,117,132,70,41,97,388,949,5823,16.29744118
E02004515,Colchester 010,4791,211,297,732,490,259,165,91,181,738,1754,9709,18.06571223
E02004516,Colchester 011,6841,1171,1080,373,343,304,179,103,201,1017,1766,13378,13.2007774
E02004517,Colchester 012,4888,447,654,526,336,219,145,67,125,772,1433,9612,14.90844777
E02004518,Colchester 013,3831,666,641,141,185,188,107,53,134,518,1614,8078,19.98019312
E02004519,Colchester 014,4175,345,631,223,179,151,60,54,90,554,1038,7500,13.84
E02004520,Colchester 015,4973,1127,927,382,210,188,85,51,173,722,862,9700,8.886597938
E02004521,Colchester 016,4857,387,824,602,266,204,114,56,129,828,1178,9445,12.47220752
E02004522,Colchester 017,5282,218,291,603,167,131,71,32,135,482,1574,8986,17.51613621
E02004523,Colchester 018,5468,446,1053,612,314,254,132,99,127,989,1008,10502,9.598171777
E02004524,Colchester 019,4339,149,224,614,414,194,98,64,99,699,1404,8298,16.9197397
E02004525,Colchester 020,4354,428,109,336,654,228,86,99,75,705,1017,8091,12.56952169
E02004526,Colchester 021,4277,332,57,81,654,83,84,40,67,597,949,7221,13.14222407
E02004527,Epping Forest 001,4573,146,278,521,557,377,224,50,21,877,1657,9281,17.85367956
E02004528,Epping Forest 002,4419,191,365,491,451,324,92,28,25,859,1572,8817,17.8291936
E02004529,Epping Forest 003,3788,56,103,259,581,263,139,40,20,696,1431,7376,19.40075922
E02004530,Epping Forest 004,3933,179,76,195,607,257,165,25,19,686,996,7138,13.95348837
E02004531,Epping Forest 005,3785,152,102,320,334,352,53,24,9,499,1528,7158,21.3467449
E02004532,Epping Forest 006,3200,180,70,273,327,337,45,34,15,471,1466,6418,22.84200686
E02004533,Epping Forest 007,4183,291,268,569,462,198,48,13,24,811,848,7715,10.99157485
E02004534,Epping Forest 008,4555,424,289,641,697,238,58,25,21,929,1200,9077,13.22022695
E02004535,Epping Forest 009,3186,190,209,413,412,156,34,10,11,572,880,6073,14.4903672
E02004536,Epping Forest 010,3418,78,201,249,315,248,22,10,13,470,1214,6238,19.46136582
E02004537,Epping Forest 011,4945,450,244,466,667,298,40,24,29,944,1420,9527,14.90500682
E02004538,Epping Forest 012,4916,338,190,428,725,237,32,20,23,698,2259,9866,22.89681735
E02004539,Epping Forest 013,4005,389,196,408,551,168,33,18,20,694,1441,7923,18.18755522
E02004540,Epping Forest 014,3011,152,152,206,477,81,21,12,18,395,1513,6038,25.05796621
E02004541,Epping Forest 015,5668,290,456,467,931,141,56,28,31,783,2903,11754,24.69797516
E02004542,Epping Forest 016,3613,97,278,346,509,89,30,21,29,483,1504,6999,21.48878411
E02004543,Epping Forest 017,3986,145,315,413,596,123,36,25,34,590,1339,7602,17.61378585
E02004544,Harlow 001,5138,436,851,409,554,443,354,73,36,943,1947,11184,17.40879828
E02004545,Harlow 002,4257,730,653,233,337,190,139,29,27,717,660,7972,8.278976417
E02004546,Harlow 003,4274,944,623,261,345,227,162,22,22,756,776,8412,9.224916786
E02004547,Harlow 004,5107,1343,635,355,399,276,164,38,37,814,892,10060,8.866799205
E02004548,Harlow 005,3984,257,823,367,537,403,251,46,25,867,1379,8939,15.42678152
E02004549,Harlow 006,4240,592,811,249,405,201,115,27,27,841,650,8158,7.967639127
E02004550,Harlow 007,4757,981,681,289,356,239,95,35,20,758,610,8821,6.915315724
E02004551,Harlow 008,4065,257,864,260,414,230,138,37,13,686,647,7611,8.500854027
E02004552,Harlow 009,3371,393,513,339,365,205,70,27,22,617,671,6593,10.17746094
E02004553,Harlow 010,4102,287,870,311,442,250,112,26,24,707,716,7847,9.124506181
E02004554,Harlow 011,4052,223,816,431,412,261,86,23,28,720,679,7731,8.782822403
E02004555,Maldon 001,3308,143,92,274,466,241,52,80,78,695,1057,6486,16.29663891
E02004556,Maldon 002,4184,81,273,271,445,141,61,86,67,522,1421,7552,18.81620763
E02004557,Maldon 003,4537,621,230,349,652,236,61,154,56,812,1201,8909,13.4807498
E02004558,Maldon 004,3822,632,83,186,497,159,46,87,40,524,833,6909,12.05673759
E02004559,Maldon 005,4173,589,144,238,630,235,83,128,46,596,1168,8030,14.54545455
E02004560,Maldon 006,4823,188,238,216,621,488,122,152,117,903,1215,9083,13.37663767
E02004561,Maldon 007,5331,123,184,583,761,293,107,174,74,1120,1639,10389,15.77630186
E02004562,Maldon 008,4774,511,150,106,572,356,95,142,111,777,1253,8847,14.16299311
E02004563,Rochford 001,3717,90,251,414,320,85,79,93,26,628,889,6592,13.48604369
E02004564,Rochford 002,4103,154,409,663,253,105,71,118,38,717,1285,7916,16.23294593
E02004566,Rochford 004,3064,149,329,415,196,91,47,82,30,526,722,5651,12.77649973
E02004567,Rochford 005,4217,292,258,461,249,127,80,185,32,609,1614,8124,19.86706056
E02004568,Rochford 006,4313,315,339,593,368,146,102,206,29,679,1770,8860,19.97742664
E02004569,Rochford 007,4301,255,688,518,211,141,60,154,47,826,1450,8651,16.76106808
E02004570,Rochford 008,4808,387,230,498,214,130,72,180,32,640,1500,8691,17.25923369
E02004571,Rochford 009,4234,268,310,471,188,126,94,171,23,590,1339,7814,17.13590991
E02004572,Rochford 010,4166,156,304,757,289,154,77,81,94,726,1126,7930,14.19924338
E02004573,Tendring 001,3798,570,251,34,334,271,42,72,89,463,496,6420,7.725856698
E02004574,Tendring 002,4645,864,152,91,448,378,52,83,106,585,460,7864,5.849440488
E02004575,Tendring 003,6299,422,226,420,1329,151,68,95,179,925,1974,12088,16.33024487
E02004576,Tendring 004,5191,439,411,193,538,393,53,85,112,762,962,9139,10.52631579
E02004577,Tendring 005,3085,124,234,463,326,151,46,40,77,556,1006,6108,16.47020301
E02004578,Tendring 006,5196,299,147,232,196,255,29,55,120,485,613,7627,8.037236135
E02004579,Tendring 007,4528,147,332,457,460,117,52,68,102,688,962,7913,12.15720965
E02004580,Tendring 008,8000,405,307,602,274,435,34,106,179,886,1056,12284,8.596548356
E02004581,Tendring 009,4591,172,182,562,647,130,69,60,101,801,1192,8507,14.01199013
E02004582,Tendring 010,4467,463,353,179,197,179,45,47,94,534,416,6974,5.965012905
E02004583,Tendring 011,5052,387,80,472,709,137,107,45,110,877,930,8906,10.44239838
E02004584,Tendring 012,4446,211,414,134,125,199,39,55,77,466,416,6582,6.320267396
E02004585,Tendring 013,5374,567,584,231,353,159,61,80,128,835,663,9035,7.338129496
E02004586,Tendring 014,5283,806,234,187,187,220,41,57,121,578,531,8245,6.440266828
E02004587,Tendring 015,5013,558,398,177,326,122,58,61,75,585,366,7739,4.72929319
E02004588,Tendring 016,4734,765,238,126,165,174,39,35,78,506,347,7207,4.814763424
E02004589,Tendring 017,4591,670,332,130,210,168,64,54,91,642,467,7419,6.294648875
E02004590,Tendring 018,5719,115,435,241,309,138,46,46,79,644,465,8237,5.645259196
E02004591,Uttlesford 001,3793,322,177,273,405,174,101,106,81,437,1755,7624,23.01941238
E02004592,Uttlesford 002,6633,1085,216,251,777,353,169,193,144,913,2394,13128,18.23583181
E02004593,Uttlesford 003,4606,96,205,328,413,267,104,204,53,565,2126,8967,23.70915579
E02004594,Uttlesford 004,4195,254,128,320,497,294,101,162,63,645,1656,8315,19.91581479
E02004595,Uttlesford 005,7224,281,714,534,701,379,295,388,68,1154,3099,14837,20.88697176
E02004596,Uttlesford 006,5235,188,442,538,580,306,246,228,59,890,1908,10620,17.96610169
E02004597,Uttlesford 007,4430,465,111,345,693,246,223,197,33,782,1497,9022,16.59277322
E02004598,Uttlesford 008,5599,255,245,353,852,285,215,237,71,941,1980,11033,17.94616152
E02004599,Uttlesford 009,3886,89,142,429,383,261,180,144,42,642,1594,7792,20.45687885
E02004675,Basingstoke and Deane 001,3862,743,130,387,566,92,48,71,43,521,1261,7724,16.32573796
E02004676,Basingstoke and Deane 002,3905,425,308,480,489,134,54,66,58,502,1566,7987,19.60686115
E02004677,Basingstoke and Deane 003,3824,135,207,372,331,212,102,69,86,427,1805,7570,23.84412153
E02004678,Basingstoke and Deane 004,3711,267,225,408,505,126,64,80,58,500,1635,7579,21.57276686
E02004679,Basingstoke and Deane 005,5263,210,396,747,478,199,106,123,97,690,2801,11110,25.21152115
E02004680,Basingstoke and Deane 006,3253,252,552,307,330,156,81,102,77,443,2294,7847,29.2341022
E02004681,Basingstoke and Deane 007,7095,1422,1287,444,504,412,133,193,142,998,2300,14930,15.40522438
E02004682,Basingstoke and Deane 008,3859,592,560,200,345,168,66,68,53,495,1932,8338,23.17102423
E02004683,Basingstoke and Deane 009,3719,1079,479,131,251,241,72,68,109,523,1486,8158,18.21524884
E02004684,Basingstoke and Deane 010,5111,1103,960,292,399,316,80,133,92,747,2140,11373,18.81649521
E02004685,Basingstoke and Deane 011,3304,675,667,157,303,220,61,87,91,521,1802,7888,22.84482759
E02004686,Basingstoke and Deane 012,3866,1031,621,114,279,241,75,70,110,533,1892,8832,21.42210145
E02004687,Basingstoke and Deane 013,3944,347,835,197,272,222,42,80,59,597,1097,7692,14.26157046
E02004688,Basingstoke and Deane 014,4039,649,733,113,300,223,50,88,50,669,932,7846,11.87866429
E02004689,Basingstoke and Deane 015,3096,72,181,416,187,120,45,52,38,324,1160,5691,20.38306097
E02004690,Basingstoke and Deane 016,3691,500,790,165,286,272,76,82,64,649,1546,8121,19.0370644
E02004691,Basingstoke and Deane 017,4081,152,316,358,297,143,65,72,81,501,1884,7950,23.69811321
E02004692,Basingstoke and Deane 018,3933,177,448,283,214,159,52,74,52,396,1439,7227,19.9114432
E02004693,Basingstoke and Deane 019,3553,342,747,260,303,241,43,74,51,570,1263,7447,16.9598496
E02004694,Basingstoke and Deane 020,3727,272,53,191,636,226,117,84,108,494,1629,7537,21.61337402
E02004695,Basingstoke and Deane 021,3622,242,460,609,282,312,74,129,81,529,2411,8751,27.55113701
E02004696,Basingstoke and Deane 022,3724,183,102,278,617,174,108,62,79,436,1781,7544,23.60816543
E02004697,East Hampshire 001,3611,208,118,256,369,149,76,78,44,413,1513,6835,22.13606437
E02004698,East Hampshire 002,3451,801,101,202,426,160,96,81,44,450,793,6605,12.00605602
E02004699,East Hampshire 003,5339,881,231,295,666,278,195,86,68,753,1919,10711,17.91616096
E02004700,East Hampshire 004,3037,327,155,515,496,282,150,121,49,760,1014,6906,14.68288445
E02004702,East Hampshire 006,3660,447,236,628,513,291,139,73,46,907,1080,8020,13.46633416
E02004703,East Hampshire 007,6473,204,209,496,620,452,253,86,109,877,2833,12612,22.4627339
E02004704,East Hampshire 008,2948,198,136,367,324,269,95,76,53,615,1126,6207,18.14080876
E02004705,East Hampshire 009,5082,325,217,386,496,341,137,90,95,683,1919,9771,19.63975028
E02004706,East Hampshire 010,4023,164,136,378,365,278,122,58,57,592,1446,7619,18.97886862
E02004707,East Hampshire 011,5974,478,233,192,522,392,167,59,110,703,2378,11208,21.21698787
E02004708,East Hampshire 012,4979,682,175,165,613,280,193,47,117,720,1652,9623,17.16720357
E02004709,East Hampshire 013,4400,125,138,637,595,313,97,118,71,655,1594,8743,18.23172824
E02004710,East Hampshire 014,3353,161,199,338,472,217,49,85,57,513,1112,6556,16.96156193
E02004712,Eastleigh 001,4905,245,255,610,307,90,54,39,54,386,1820,8765,20.76440388
E02004713,Eastleigh 002,4207,396,279,645,294,91,66,42,46,601,1365,8032,16.99452191
E02004714,Eastleigh 003,3780,376,252,572,317,90,69,38,30,479,1512,7515,20.11976048
E02004715,Eastleigh 004,4424,601,426,713,434,118,69,36,55,774,1394,9044,15.41353383
E02004716,Eastleigh 005,4299,316,519,613,564,83,65,54,46,830,1361,8750,15.55428571
E02004717,Eastleigh 006,6387,887,687,939,713,159,88,53,100,1100,1877,12990,14.4495766
E02004718,Eastleigh 007,3884,665,491,592,563,95,82,45,70,827,1379,8693,15.86333832
E02004719,Eastleigh 008,5428,237,539,849,802,144,107,70,69,1013,2274,11532,19.71904266
E02004720,Eastleigh 009,5502,382,844,986,353,118,48,58,60,1007,1960,11318,17.31754727
E02004721,Eastleigh 010,5125,434,444,1154,709,106,97,85,76,891,2665,11786,22.61157305
E02004722,Eastleigh 011,3669,385,228,561,377,40,54,37,45,571,1044,7011,14.89088575
E02004723,Eastleigh 012,4921,466,411,840,516,75,59,55,59,783,1673,9858,16.97098803
E02004724,Eastleigh 013,4534,253,685,830,541,88,45,47,67,989,1593,9672,16.47022333
E02004725,Eastleigh 014,2877,127,307,447,228,77,22,15,31,486,825,5442,15.1598677
E02004726,Eastleigh 015,2985,259,181,415,351,73,18,33,48,521,1153,6037,19.09889018
E02004727,Fareham 001,4849,468,469,535,743,94,40,54,68,608,2324,10252,22.66874756
E02004728,Fareham 002,4530,546,392,443,668,77,30,43,65,701,1607,9102,17.65546034
E02004729,Fareham 003,3747,281,647,346,466,78,34,33,49,574,990,7245,13.66459627
E02004730,Fareham 004,4573,369,486,511,464,81,34,39,61,551,1501,8670,17.31257209
E02004731,Fareham 005,3806,317,381,400,474,89,21,31,54,484,1514,7571,19.99735834
E02004732,Fareham 006,4523,295,489,443,544,94,28,38,65,653,1671,8843,18.89630216
E02004733,Fareham 007,4008,304,470,418,577,84,30,29,66,597,1435,8018,17.89723123
E02004734,Fareham 008,5009,632,465,851,373,174,39,52,64,721,1732,10112,17.12816456
E02004735,Fareham 009,3984,265,531,431,449,62,37,36,63,486,1137,7481,15.19850287
E02004736,Fareham 010,4232,215,590,748,238,147,23,34,41,639,1204,8111,14.84403896
E02004737,Fareham 011,3850,536,487,578,394,80,25,47,49,569,957,7572,12.63866878
E02004738,Fareham 012,3733,222,610,596,201,132,17,38,55,639,966,7209,13.39991677
E02004739,Fareham 013,4020,202,357,613,283,57,27,30,63,513,1061,7226,14.68308885
E02004740,Fareham 014,4015,170,353,495,345,55,20,39,66,426,1107,7091,15.61133832
E02004741,Gosport 001,4075,439,641,575,185,101,16,33,53,641,736,7495,9.81987992
E02004742,Gosport 002,3830,445,697,473,171,102,30,31,59,615,600,7053,8.50701829
E02004743,Gosport 003,3560,497,868,523,188,123,20,27,54,663,790,7313,10.80268016
E02004744,Gosport 004,5160,601,1058,794,281,140,37,55,75,821,796,9818,8.107557547
E02004745,Gosport 005,4271,783,765,556,282,125,22,33,61,803,810,8511,9.517095523
E02004746,Gosport 006,6193,303,826,779,438,125,40,46,129,678,1553,11110,13.97839784
E02004747,Gosport 007,3204,552,497,445,186,89,18,26,41,558,631,6247,10.10084841
E02004748,Gosport 008,5126,798,636,680,317,123,23,24,94,717,853,9391,9.083164732
E02004749,Gosport 009,4071,376,445,468,194,85,30,24,80,430,973,7176,13.55908584
E02004750,Gosport 010,3977,587,471,627,267,91,17,25,80,573,1122,7837,14.31670282
E02004751,Hart 001,4333,304,264,593,336,196,86,64,34,629,1595,8434,18.91154849
E02004752,Hart 002,3979,251,225,546,381,167,83,73,32,574,1641,7952,20.63631791
E02004753,Hart 003,5337,380,750,735,675,320,92,133,52,1007,2034,11515,17.66391663
E02004754,Hart 004,3769,146,170,274,471,105,69,75,31,396,1657,7163,23.1327656
E02004755,Hart 005,5482,492,441,797,403,182,136,173,47,682,3331,12166,27.37958244
E02004756,Hart 006,4580,255,190,493,645,128,85,130,71,585,2495,9657,25.83618101
E02004757,Hart 007,4216,288,189,441,237,71,69,84,30,326,1940,7891,24.58497022
E02004758,Hart 008,4718,328,196,512,329,129,80,105,46,487,2224,9154,24.29538999
E02004759,Hart 009,4152,250,325,547,291,114,78,93,40,490,1847,8227,22.45046797
E02004760,Hart 010,5283,194,403,713,507,175,110,129,60,595,2555,10724,23.82506527
E02004761,Hart 011,3114,729,107,233,448,107,49,82,56,334,1259,6518,19.31574102
E02004764,Havant 003,4477,344,313,558,485,140,39,45,51,740,982,8174,12.01370198
E02004765,Havant 004,2942,226,406,378,412,116,23,33,47,520,940,6043,15.55518782
E02004766,Havant 005,3822,411,534,438,308,95,25,32,45,653,751,7114,10.55664886
E02004767,Havant 006,3260,296,533,359,258,52,32,33,34,618,346,5821,5.943995877
E02004768,Havant 007,2754,323,452,283,284,91,25,33,27,486,618,5376,11.49553571
E02004769,Havant 008,3659,324,537,376,315,46,37,23,42,637,389,6385,6.092404072
E02004770,Havant 009,3804,353,484,454,398,61,47,29,35,713,470,6848,6.863317757
E02004771,Havant 010,5034,670,498,578,471,81,70,37,64,901,562,8966,6.268124024
E02004772,Havant 011,4683,350,907,629,319,128,45,33,66,891,1288,9339,13.79162651
E02004774,Havant 013,5868,285,364,557,654,132,71,56,75,597,1610,10269,15.67825494
E02004775,Havant 014,5343,557,410,681,606,111,69,63,86,712,1675,10313,16.24163677
E02004776,Havant 015,3507,237,181,433,192,55,27,26,58,388,844,5948,14.18964358
E02004777,Havant 016,3232,269,77,406,175,57,31,16,34,362,599,5258,11.39216432
E02004778,Havant 017,3762,253,144,352,282,69,35,31,66,496,694,6184,11.2225097
E02004779,New Forest 001,5836,448,220,323,609,637,128,48,89,808,1777,10923,16.26842443
E02004780,New Forest 002,3042,421,284,388,294,126,47,43,48,545,638,5876,10.85772634
E02004781,New Forest 003,3813,409,442,607,453,206,68,61,54,620,1274,8007,15.91107781
E02004782,New Forest 004,4083,467,502,466,322,127,77,61,63,678,891,7737,11.51609151
E02004783,New Forest 005,3330,412,408,523,364,158,57,43,49,620,1067,7031,15.17565069
E02004784,New Forest 006,3116,84,195,325,340,112,44,22,38,399,971,5646,17.19801629
E02004785,New Forest 007,2987,121,86,211,464,107,36,25,42,350,1062,5491,19.34073939
E02004786,New Forest 008,3972,383,681,644,388,161,73,42,75,665,1163,8247,14.10209773
E02004787,New Forest 009,4160,298,260,539,363,108,46,41,55,441,963,7274,13.23893319
E02004788,New Forest 010,3912,300,136,184,476,286,86,28,49,500,1267,7224,17.53875969
E02004789,New Forest 011,5760,497,502,754,605,144,66,51,73,779,1203,10434,11.52961472
E02004790,New Forest 012,4228,613,134,246,663,305,78,46,49,674,1071,8107,13.21080548
E02004791,New Forest 013,3123,246,304,247,540,82,28,37,29,466,454,5556,8.171346292
E02004792,New Forest 014,4719,246,429,366,819,140,79,40,58,629,928,8453,10.97835088
E02004793,New Forest 015,4311,169,190,337,291,124,46,15,75,413,1418,7389,19.19068886
E02004794,New Forest 016,3922,121,105,379,403,189,45,15,66,448,1194,6887,17.33701176
E02004795,New Forest 017,4879,423,203,309,403,176,77,27,75,550,1392,8514,16.34954193
E02004796,New Forest 018,5595,360,533,415,285,327,56,27,95,722,1215,9630,12.61682243
E02004797,New Forest 019,4290,846,321,344,354,226,76,16,77,678,896,8124,11.02904973
E02004798,New Forest 020,3474,564,182,364,217,183,24,16,45,505,571,6145,9.292107404
E02004799,New Forest 021,4649,620,284,475,277,222,44,26,49,603,696,7945,8.760226558
E02004800,New Forest 022,4870,323,161,253,205,179,48,20,47,438,862,7406,11.63921145
E02004801,New Forest 023,5012,273,202,259,212,225,55,19,71,416,987,7731,12.76678308
E02004802,Rushmoor 001,3305,420,651,367,364,159,59,75,47,564,740,6751,10.96133906
E02004803,Rushmoor 002,3815,608,692,492,357,189,50,57,40,554,634,7488,8.466880342
E02004804,Rushmoor 003,3270,249,783,334,311,232,73,97,40,630,1132,7151,15.82995385
E02004805,Rushmoor 004,3956,444,525,365,346,234,54,125,41,513,1966,8569,22.94316723
E02004806,Rushmoor 005,3714,248,678,351,306,191,104,107,45,607,1683,8034,20.94846901
E02004807,Rushmoor 006,4554,601,733,422,374,227,79,139,56,782,1494,9461,15.79114259
E02004808,Rushmoor 007,5174,958,776,691,519,283,96,167,122,919,2417,12122,19.93895397
E02004809,Rushmoor 008,5251,1135,706,750,687,174,138,149,117,610,1199,10916,10.98387688
E02004810,Rushmoor 009,3506,555,474,702,581,158,92,105,61,753,1102,8089,13.62343924
E02004811,Rushmoor 010,3822,451,576,442,543,124,56,84,42,657,1175,7972,14.7390868
E02004812,Rushmoor 011,3059,432,300,444,542,111,54,72,25,565,1137,6741,16.86693369
E02004813,Rushmoor 012,3315,371,383,439,433,112,56,74,37,623,622,6465,9.62103635
E02004814,Test Valley 001,3226,421,357,173,204,268,110,90,77,629,1484,7039,21.08254013
E02004815,Test Valley 002,3806,720,588,153,128,270,128,69,59,755,697,7373,9.453411095
E02004817,Test Valley 004,3528,894,328,144,185,260,141,65,74,734,1138,7491,15.19156321
E02004818,Test Valley 005,4937,868,525,229,260,346,168,83,104,812,1910,10242,18.64870143
E02004819,Test Valley 006,3660,658,422,166,192,280,122,73,76,674,1471,7794,18.87349243
E02004820,Test Valley 007,3545,162,174,444,430,174,158,81,109,581,1429,7287,19.61026486
E02004821,Test Valley 008,2801,94,110,213,216,177,55,43,55,328,1129,5221,21.62420992
E02004822,Test Valley 009,4114,136,119,223,730,196,75,56,83,591,1701,8024,21.19890329
E02004823,Test Valley 010,4575,490,151,559,427,215,81,38,48,620,1454,8658,16.79371679
E02004824,Test Valley 011,3369,365,106,333,249,127,36,27,31,365,850,5858,14.5100717
E02004825,Test Valley 012,5793,219,573,746,506,215,86,68,73,722,1903,10904,17.45231108
E02004826,Test Valley 013,4964,198,271,565,649,284,94,66,72,607,1994,9764,20.42195821
E02004827,Test Valley 014,3399,214,316,527,318,147,65,53,61,416,1844,7360,25.05434783
E02004828,Test Valley 015,3659,197,592,465,239,124,59,42,49,511,1308,7245,18.05383023
E02004829,Winchester 001,2935,157,131,288,304,218,96,63,62,311,1354,5919,22.87548572
E02004830,Winchester 002,3449,116,380,227,198,243,101,34,94,421,1679,6942,24.18611351
E02004831,Winchester 003,5602,371,510,121,315,242,210,98,126,484,2411,10490,22.98379409
E02004832,Winchester 004,4536,298,114,181,518,312,71,44,79,563,1761,8477,20.77385868
E02004833,Winchester 005,5709,707,348,102,289,182,112,57,125,390,2058,10079,20.41869233
E02004834,Winchester 006,4073,877,299,96,254,167,80,40,79,449,1229,7643,16.08007327
E02004835,Winchester 007,5652,1093,155,82,327,247,95,80,135,348,2488,10702,23.24799103
E02004836,Winchester 008,4184,655,315,81,167,104,61,82,119,352,643,6763,9.507614964
